_id,seq_id,source_sequence,mutant_index,source_index,source_location,sample_date,generator,mutation_rate,years,distribution
HIVD06_2,HIVD06_2,HIVD06,2,6,Atlanta,2024-09-09,dunes,0.0041,0.25,hiv
HIVD06_3,HIVD06_3,HIVD06,3,6,Atlanta,2024-09-10,dunes,0.0041,0.25,hiv
HIVD06_4,HIVD06_4,HIVD06,4,6,Atlanta,2024-09-11,dunes,0.0041,0.25,hiv
HIVD06_5,HIVD06_5,HIVD06,5,6,Atlanta,2024-09-12,dunes,0.0041,0.25,hiv
HIVD06_6,HIVD06_6,HIVD06,6,6,Atlanta,2024-09-13,dunes,0.0041,0.25,hiv
HIVD06_7,HIVD06_7,HIVD06,7,6,Atlanta,2024-09-14,dunes,0.0041,0.25,hiv
HIVD06_8,HIVD06_8,HIVD06,8,6,Atlanta,2024-09-15,dunes,0.0041,0.25,hiv
HIVD06_9,HIVD06_9,HIVD06,9,6,Atlanta,2024-09-16,dunes,0.0041,0.25,hiv
HIVD06_10,HIVD06_10,HIVD06,10,6,Atlanta,2024-09-17,dunes,0.0041,0.25,hiv
HIVD06_11,HIVD06_11,HIVD06,11,6,Atlanta,2024-09-18,dunes,0.0041,0.25,hiv
HIVD06_12,HIVD06_12,HIVD06,12,6,Atlanta,2024-09-19,dunes,0.0041,0.25,hiv
HIVD06_13,HIVD06_13,HIVD06,13,6,Atlanta,2024-09-20,dunes,0.0041,0.25,hiv
HIVD06_14,HIVD06_14,HIVD06,14,6,Atlanta,2024-09-21,dunes,0.0041,0.25,hiv
HIVD06_15,HIVD06_15,HIVD06,15,6,Atlanta,2024-09-22,dunes,0.0041,0.25,hiv
HIVD06_16,HIVD06_16,HIVD06,16,6,Atlanta,2024-09-23,dunes,0.0041,0.25,hiv
HIVD06_17,HIVD06_17,HIVD06,17,6,Atlanta,2024-09-24,dunes,0.0041,0.25,hiv
HIVD06_18,HIVD06_18,HIVD06,18,6,Atlanta,2024-09-25,dunes,0.0041,0.25,hiv
HIVD06_19,HIVD06_19,HIVD06,19,6,Atlanta,2024-09-26,dunes,0.0041,0.25,hiv
HIVD06_20,HIVD06_20,HIVD06,20,6,Atlanta,2024-09-27,dunes,0.0041,0.25,hiv
HIVD06_21,HIVD06_21,HIVD06,21,6,Atlanta,2024-09-28,dunes,0.0041,0.25,hiv
HIVD06_22,HIVD06_22,HIVD06,22,6,Atlanta,2024-09-29,dunes,0.0041,0.25,hiv
HIVD06_23,HIVD06_23,HIVD06,23,6,Atlanta,2024-09-30,dunes,0.0041,0.25,hiv
HIVD06_24,HIVD06_24,HIVD06,24,6,Atlanta,2024-10-01,dunes,0.0041,0.25,hiv
HIVD06_25,HIVD06_25,HIVD06,25,6,Atlanta,2024-10-02,dunes,0.0041,0.25,hiv
HIVD06_26,HIVD06_26,HIVD06,26,6,Atlanta,2024-10-03,dunes,0.0041,0.25,hiv
HIVD06_27,HIVD06_27,HIVD06,27,6,Atlanta,2024-10-04,dunes,0.0041,0.25,hiv
HIVD06_28,HIVD06_28,HIVD06,28,6,Atlanta,2024-10-05,dunes,0.0041,0.25,hiv
HIVD06_29,HIVD06_29,HIVD06,29,6,Atlanta,2024-10-06,dunes,0.0041,0.25,hiv
HIVD06_30,HIVD06_30,HIVD06,30,6,Atlanta,2024-10-07,dunes,0.0041,0.25,hiv
HIVD06_31,HIVD06_31,HIVD06,31,6,Atlanta,2024-10-08,dunes,0.0041,0.25,hiv
HIVD06_32,HIVD06_32,HIVD06,32,6,Atlanta,2024-10-09,dunes,0.0041,0.25,hiv
HIVD06_33,HIVD06_33,HIVD06,33,6,Atlanta,2024-10-10,dunes,0.0041,0.25,hiv
HIVD06_34,HIVD06_34,HIVD06,34,6,Atlanta,2024-10-11,dunes,0.0041,0.25,hiv
HIVD06_35,HIVD06_35,HIVD06,35,6,Atlanta,2024-10-12,dunes,0.0041,0.25,hiv
HIVD06_36,HIVD06_36,HIVD06,36,6,Atlanta,2024-10-13,dunes,0.0041,0.25,hiv
HIVD06_37,HIVD06_37,HIVD06,37,6,Atlanta,2024-10-14,dunes,0.0041,0.25,hiv
HIVD06_38,HIVD06_38,HIVD06,38,6,Atlanta,2024-10-15,dunes,0.0041,0.25,hiv
HIVD06_39,HIVD06_39,HIVD06,39,6,Atlanta,2024-10-16,dunes,0.0041,0.25,hiv
HIVD06_40,HIVD06_40,HIVD06,40,6,Atlanta,2024-10-17,dunes,0.0041,0.25,hiv
HIVD06_41,HIVD06_41,HIVD06,41,6,Atlanta,2024-10-18,dunes,0.0041,0.25,hiv
HIVD06_42,HIVD06_42,HIVD06,42,6,Atlanta,2024-10-19,dunes,0.0041,0.25,hiv
HIVD06_43,HIVD06_43,HIVD06,43,6,Atlanta,2024-10-20,dunes,0.0041,0.25,hiv
HIVD06_44,HIVD06_44,HIVD06,44,6,Atlanta,2024-10-21,dunes,0.0041,0.25,hiv
HIVD06_45,HIVD06_45,HIVD06,45,6,Atlanta,2024-10-22,dunes,0.0041,0.25,hiv
HIVD06_46,HIVD06_46,HIVD06,46,6,Atlanta,2024-10-23,dunes,0.0041,0.25,hiv
HIVD06_47,HIVD06_47,HIVD06,47,6,Atlanta,2024-10-24,dunes,0.0041,0.25,hiv
HIVD06_48,HIVD06_48,HIVD06,48,6,Atlanta,2024-10-25,dunes,0.0041,0.25,hiv
HIVD06_49,HIVD06_49,HIVD06,49,6,Atlanta,2024-10-26,dunes,0.0041,0.25,hiv
HIVD07_0,HIVD07_0,HIVD07,0,7,Baltimore,2024-10-27,dunes,0.0041,0.25,hiv
HIVD07_1,HIVD07_1,HIVD07,1,7,Baltimore,2024-10-28,dunes,0.0041,0.25,hiv
HIVD07_2,HIVD07_2,HIVD07,2,7,Baltimore,2024-10-29,dunes,0.0041,0.25,hiv
HIVD07_3,HIVD07_3,HIVD07,3,7,Baltimore,2024-10-30,dunes,0.0041,0.25,hiv
HIVD07_4,HIVD07_4,HIVD07,4,7,Baltimore,2024-10-31,dunes,0.0041,0.25,hiv
HIVD07_5,HIVD07_5,HIVD07,5,7,Baltimore,2024-11-01,dunes,0.0041,0.25,hiv
HIVD07_6,HIVD07_6,HIVD07,6,7,Baltimore,2024-11-02,dunes,0.0041,0.25,hiv
HIVD07_7,HIVD07_7,HIVD07,7,7,Baltimore,2024-11-03,dunes,0.0041,0.25,hiv
HIVD07_8,HIVD07_8,HIVD07,8,7,Baltimore,2024-11-04,dunes,0.0041,0.25,hiv
HIVD07_9,HIVD07_9,HIVD07,9,7,Baltimore,2024-11-05,dunes,0.0041,0.25,hiv
HIVD07_10,HIVD07_10,HIVD07,10,7,Baltimore,2024-11-06,dunes,0.0041,0.25,hiv
HIVD07_11,HIVD07_11,HIVD07,11,7,Baltimore,2024-11-07,dunes,0.0041,0.25,hiv
HIVD07_12,HIVD07_12,HIVD07,12,7,Baltimore,2024-11-08,dunes,0.0041,0.25,hiv
HIVD07_13,HIVD07_13,HIVD07,13,7,Baltimore,2024-11-09,dunes,0.0041,0.25,hiv
HIVD07_14,HIVD07_14,HIVD07,14,7,Baltimore,2024-11-10,dunes,0.0041,0.25,hiv
HIVD07_15,HIVD07_15,HIVD07,15,7,Baltimore,2024-11-11,dunes,0.0041,0.25,hiv
HIVD07_16,HIVD07_16,HIVD07,16,7,Baltimore,2024-11-12,dunes,0.0041,0.25,hiv
HIVD07_17,HIVD07_17,HIVD07,17,7,Baltimore,2024-11-13,dunes,0.0041,0.25,hiv
HIVD07_18,HIVD07_18,HIVD07,18,7,Baltimore,2024-11-14,dunes,0.0041,0.25,hiv
HIVD07_19,HIVD07_19,HIVD07,19,7,Baltimore,2024-11-15,dunes,0.0041,0.25,hiv
HIVD07_20,HIVD07_20,HIVD07,20,7,Baltimore,2024-11-16,dunes,0.0041,0.25,hiv
HIVD07_21,HIVD07_21,HIVD07,21,7,Baltimore,2024-11-17,dunes,0.0041,0.25,hiv
HIVD07_22,HIVD07_22,HIVD07,22,7,Baltimore,2024-11-18,dunes,0.0041,0.25,hiv
HIVD07_23,HIVD07_23,HIVD07,23,7,Baltimore,2024-11-19,dunes,0.0041,0.25,hiv
HIVD07_24,HIVD07_24,HIVD07,24,7,Baltimore,2024-11-20,dunes,0.0041,0.25,hiv
HIVD07_25,HIVD07_25,HIVD07,25,7,Baltimore,2024-11-21,dunes,0.0041,0.25,hiv
HIVD07_26,HIVD07_26,HIVD07,26,7,Baltimore,2024-11-22,dunes,0.0041,0.25,hiv
HIVD07_27,HIVD07_27,HIVD07,27,7,Baltimore,2024-11-23,dunes,0.0041,0.25,hiv
HIVD07_28,HIVD07_28,HIVD07,28,7,Baltimore,2024-11-24,dunes,0.0041,0.25,hiv
HIVD07_29,HIVD07_29,HIVD07,29,7,Baltimore,2024-11-25,dunes,0.0041,0.25,hiv
HIVD07_30,HIVD07_30,HIVD07,30,7,Baltimore,2024-11-26,dunes,0.0041,0.25,hiv
HIVD07_31,HIVD07_31,HIVD07,31,7,Baltimore,2024-11-27,dunes,0.0041,0.25,hiv
HIVD07_32,HIVD07_32,HIVD07,32,7,Baltimore,2024-11-28,dunes,0.0041,0.25,hiv
HIVD07_33,HIVD07_33,HIVD07,33,7,Baltimore,2024-11-29,dunes,0.0041,0.25,hiv
HIVD07_34,HIVD07_34,HIVD07,34,7,Baltimore,2024-11-30,dunes,0.0041,0.25,hiv
HIVD07_35,HIVD07_35,HIVD07,35,7,Baltimore,2024-12-01,dunes,0.0041,0.25,hiv
HIVD07_36,HIVD07_36,HIVD07,36,7,Baltimore,2024-12-02,dunes,0.0041,0.25,hiv
HIVD07_37,HIVD07_37,HIVD07,37,7,Baltimore,2024-12-03,dunes,0.0041,0.25,hiv
HIVD07_38,HIVD07_38,HIVD07,38,7,Baltimore,2024-12-04,dunes,0.0041,0.25,hiv
HIVD07_39,HIVD07_39,HIVD07,39,7,Baltimore,2024-12-05,dunes,0.0041,0.25,hiv
HIVD07_40,HIVD07_40,HIVD07,40,7,Baltimore,2024-12-06,dunes,0.0041,0.25,hiv
HIVD07_41,HIVD07_41,HIVD07,41,7,Baltimore,2024-12-07,dunes,0.0041,0.25,hiv
HIVD07_42,HIVD07_42,HIVD07,42,7,Baltimore,2024-12-08,dunes,0.0041,0.25,hiv
HIVD07_43,HIVD07_43,HIVD07,43,7,Baltimore,2024-12-09,dunes,0.0041,0.25,hiv
HIVD07_44,HIVD07_44,HIVD07,44,7,Baltimore,2024-12-10,dunes,0.0041,0.25,hiv
HIVD07_45,HIVD07_45,HIVD07,45,7,Baltimore,2024-12-11,dunes,0.0041,0.25,hiv
HIVD07_46,HIVD07_46,HIVD07,46,7,Baltimore,2024-12-12,dunes,0.0041,0.25,hiv
HIVD07_47,HIVD07_47,HIVD07,47,7,Baltimore,2024-12-13,dunes,0.0041,0.25,hiv
HIVD07_48,HIVD07_48,HIVD07,48,7,Baltimore,2024-12-14,dunes,0.0041,0.25,hiv
HIVD07_49,HIVD07_49,HIVD07,49,7,Baltimore,2024-12-15,dunes,0.0041,0.25,hiv
HIVD08_0,HIVD08_0,HIVD08,0,8,Chicago,2024-12-16,dunes,0.0041,0.25,hiv
HIVD08_1,HIVD08_1,HIVD08,1,8,Chicago,2024-12-17,dunes,0.0041,0.25,hiv
HIVD08_2,HIVD08_2,HIVD08,2,8,Chicago,2024-12-18,dunes,0.0041,0.25,hiv
HIVD08_3,HIVD08_3,HIVD08,3,8,Chicago,2024-12-19,dunes,0.0041,0.25,hiv
HIVD08_4,HIVD08_4,HIVD08,4,8,Chicago,2024-12-20,dunes,0.0041,0.25,hiv
HIVD08_5,HIVD08_5,HIVD08,5,8,Chicago,2024-12-21,dunes,0.0041,0.25,hiv
HIVD08_6,HIVD08_6,HIVD08,6,8,Chicago,2024-12-22,dunes,0.0041,0.25,hiv
HIVD08_7,HIVD08_7,HIVD08,7,8,Chicago,2024-12-23,dunes,0.0041,0.25,hiv
HIVD08_8,HIVD08_8,HIVD08,8,8,Chicago,2024-12-24,dunes,0.0041,0.25,hiv
HIVD08_9,HIVD08_9,HIVD08,9,8,Chicago,2024-12-25,dunes,0.0041,0.25,hiv
HIVD08_10,HIVD08_10,HIVD08,10,8,Chicago,2024-12-26,dunes,0.0041,0.25,hiv
HIVD08_11,HIVD08_11,HIVD08,11,8,Chicago,2024-12-27,dunes,0.0041,0.25,hiv
HIVD08_12,HIVD08_12,HIVD08,12,8,Chicago,2024-12-28,dunes,0.0041,0.25,hiv
HIVD08_13,HIVD08_13,HIVD08,13,8,Chicago,2024-12-29,dunes,0.0041,0.25,hiv
HIVD08_14,HIVD08_14,HIVD08,14,8,Chicago,2024-12-30,dunes,0.0041,0.25,hiv
HIVD08_15,HIVD08_15,HIVD08,15,8,Chicago,2024-12-31,dunes,0.0041,0.25,hiv
HIVD08_16,HIVD08_16,HIVD08,16,8,Chicago,2025-01-01,dunes,0.0041,0.25,hiv
HIVD08_17,HIVD08_17,HIVD08,17,8,Chicago,2025-01-02,dunes,0.0041,0.25,hiv
HIVD08_18,HIVD08_18,HIVD08,18,8,Chicago,2025-01-03,dunes,0.0041,0.25,hiv
HIVD08_19,HIVD08_19,HIVD08,19,8,Chicago,2025-01-04,dunes,0.0041,0.25,hiv
HIVD08_20,HIVD08_20,HIVD08,20,8,Chicago,2025-01-05,dunes,0.0041,0.25,hiv
HIVD08_21,HIVD08_21,HIVD08,21,8,Chicago,2025-01-06,dunes,0.0041,0.25,hiv
HIVD08_22,HIVD08_22,HIVD08,22,8,Chicago,2025-01-07,dunes,0.0041,0.25,hiv
HIVD08_23,HIVD08_23,HIVD08,23,8,Chicago,2025-01-08,dunes,0.0041,0.25,hiv
HIVD08_24,HIVD08_24,HIVD08,24,8,Chicago,2025-01-09,dunes,0.0041,0.25,hiv
HIVD08_25,HIVD08_25,HIVD08,25,8,Chicago,2025-01-10,dunes,0.0041,0.25,hiv
HIVD08_26,HIVD08_26,HIVD08,26,8,Chicago,2025-01-11,dunes,0.0041,0.25,hiv
HIVD08_27,HIVD08_27,HIVD08,27,8,Chicago,2025-01-12,dunes,0.0041,0.25,hiv
HIVD08_28,HIVD08_28,HIVD08,28,8,Chicago,2025-01-13,dunes,0.0041,0.25,hiv
HIVD08_29,HIVD08_29,HIVD08,29,8,Chicago,2025-01-14,dunes,0.0041,0.25,hiv
HIVD08_30,HIVD08_30,HIVD08,30,8,Chicago,2025-01-15,dunes,0.0041,0.25,hiv
HIVD08_31,HIVD08_31,HIVD08,31,8,Chicago,2025-01-16,dunes,0.0041,0.25,hiv
HIVD08_32,HIVD08_32,HIVD08,32,8,Chicago,2025-01-17,dunes,0.0041,0.25,hiv
HIVD08_33,HIVD08_33,HIVD08,33,8,Chicago,2025-01-18,dunes,0.0041,0.25,hiv
HIVD08_34,HIVD08_34,HIVD08,34,8,Chicago,2025-01-19,dunes,0.0041,0.25,hiv
HIVD08_35,HIVD08_35,HIVD08,35,8,Chicago,2025-01-20,dunes,0.0041,0.25,hiv
HIVD08_36,HIVD08_36,HIVD08,36,8,Chicago,2025-01-21,dunes,0.0041,0.25,hiv
HIVD08_37,HIVD08_37,HIVD08,37,8,Chicago,2025-01-22,dunes,0.0041,0.25,hiv
HIVD08_38,HIVD08_38,HIVD08,38,8,Chicago,2025-01-23,dunes,0.0041,0.25,hiv
HIVD08_39,HIVD08_39,HIVD08,39,8,Chicago,2025-01-24,dunes,0.0041,0.25,hiv
HIVD08_40,HIVD08_40,HIVD08,40,8,Chicago,2025-01-25,dunes,0.0041,0.25,hiv
HIVD08_41,HIVD08_41,HIVD08,41,8,Chicago,2025-01-26,dunes,0.0041,0.25,hiv
HIVD08_42,HIVD08_42,HIVD08,42,8,Chicago,2025-01-27,dunes,0.0041,0.25,hiv
HIVD08_43,HIVD08_43,HIVD08,43,8,Chicago,2025-01-28,dunes,0.0041,0.25,hiv
HIVD08_44,HIVD08_44,HIVD08,44,8,Chicago,2025-01-29,dunes,0.0041,0.25,hiv
HIVD08_45,HIVD08_45,HIVD08,45,8,Chicago,2025-01-30,dunes,0.0041,0.25,hiv
HIVD08_46,HIVD08_46,HIVD08,46,8,Chicago,2025-01-31,dunes,0.0041,0.25,hiv
HIVD08_47,HIVD08_47,HIVD08,47,8,Chicago,2025-02-01,dunes,0.0041,0.25,hiv
HIVD08_48,HIVD08_48,HIVD08,48,8,Chicago,2025-02-02,dunes,0.0041,0.25,hiv
HIVD08_49,HIVD08_49,HIVD08,49,8,Chicago,2025-02-03,dunes,0.0041,0.25,hiv
HIVD09_0,HIVD09_0,HIVD09,0,9,Denver,2025-02-04,dunes,0.0041,0.25,hiv
HIVD09_1,HIVD09_1,HIVD09,1,9,Denver,2025-02-05,dunes,0.0041,0.25,hiv
HIVD09_2,HIVD09_2,HIVD09,2,9,Denver,2025-02-06,dunes,0.0041,0.25,hiv
HIVD09_3,HIVD09_3,HIVD09,3,9,Denver,2025-02-07,dunes,0.0041,0.25,hiv
HIVD09_4,HIVD09_4,HIVD09,4,9,Denver,2025-02-08,dunes,0.0041,0.25,hiv
HIVD09_5,HIVD09_5,HIVD09,5,9,Denver,2025-02-09,dunes,0.0041,0.25,hiv
HIVD09_6,HIVD09_6,HIVD09,6,9,Denver,2025-02-10,dunes,0.0041,0.25,hiv
HIVD09_7,HIVD09_7,HIVD09,7,9,Denver,2025-02-11,dunes,0.0041,0.25,hiv
HIVD09_8,HIVD09_8,HIVD09,8,9,Denver,2025-02-12,dunes,0.0041,0.25,hiv
HIVD09_9,HIVD09_9,HIVD09,9,9,Denver,2025-02-13,dunes,0.0041,0.25,hiv
HIVD09_10,HIVD09_10,HIVD09,10,9,Denver,2025-02-14,dunes,0.0041,0.25,hiv
HIVD09_11,HIVD09_11,HIVD09,11,9,Denver,2025-02-15,dunes,0.0041,0.25,hiv
HIVD09_12,HIVD09_12,HIVD09,12,9,Denver,2025-02-16,dunes,0.0041,0.25,hiv
HIVD09_13,HIVD09_13,HIVD09,13,9,Denver,2025-02-17,dunes,0.0041,0.25,hiv
HIVD09_14,HIVD09_14,HIVD09,14,9,Denver,2025-02-18,dunes,0.0041,0.25,hiv
HIVD09_15,HIVD09_15,HIVD09,15,9,Denver,2025-02-19,dunes,0.0041,0.25,hiv
HIVD09_16,HIVD09_16,HIVD09,16,9,Denver,2025-02-20,dunes,0.0041,0.25,hiv
HIVD09_17,HIVD09_17,HIVD09,17,9,Denver,2025-02-21,dunes,0.0041,0.25,hiv
HIVD09_18,HIVD09_18,HIVD09,18,9,Denver,2025-02-22,dunes,0.0041,0.25,hiv
HIVD09_19,HIVD09_19,HIVD09,19,9,Denver,2025-02-23,dunes,0.0041,0.25,hiv
HIVD09_20,HIVD09_20,HIVD09,20,9,Denver,2025-02-24,dunes,0.0041,0.25,hiv
HIVD09_21,HIVD09_21,HIVD09,21,9,Denver,2025-02-25,dunes,0.0041,0.25,hiv
HIVD09_22,HIVD09_22,HIVD09,22,9,Denver,2025-02-26,dunes,0.0041,0.25,hiv
HIVD09_23,HIVD09_23,HIVD09,23,9,Denver,2025-02-27,dunes,0.0041,0.25,hiv
HIVD09_24,HIVD09_24,HIVD09,24,9,Denver,2025-02-28,dunes,0.0041,0.25,hiv
HIVD09_25,HIVD09_25,HIVD09,25,9,Denver,2025-03-01,dunes,0.0041,0.25,hiv
HIVD09_26,HIVD09_26,HIVD09,26,9,Denver,2025-03-02,dunes,0.0041,0.25,hiv
HIVD09_27,HIVD09_27,HIVD09,27,9,Denver,2025-03-03,dunes,0.0041,0.25,hiv
HIVD09_28,HIVD09_28,HIVD09,28,9,Denver,2025-03-04,dunes,0.0041,0.25,hiv
HIVD09_29,HIVD09_29,HIVD09,29,9,Denver,2025-03-05,dunes,0.0041,0.25,hiv
HIVD09_30,HIVD09_30,HIVD09,30,9,Denver,2025-03-06,dunes,0.0041,0.25,hiv
HIVD09_31,HIVD09_31,HIVD09,31,9,Denver,2025-03-07,dunes,0.0041,0.25,hiv
HIVD09_32,HIVD09_32,HIVD09,32,9,Denver,2025-03-08,dunes,0.0041,0.25,hiv
HIVD09_33,HIVD09_33,HIVD09,33,9,Denver,2025-03-09,dunes,0.0041,0.25,hiv
HIVD09_34,HIVD09_34,HIVD09,34,9,Denver,2025-03-10,dunes,0.0041,0.25,hiv
HIVD09_35,HIVD09_35,HIVD09,35,9,Denver,2025-03-11,dunes,0.0041,0.25,hiv
HIVD09_36,HIVD09_36,HIVD09,36,9,Denver,2025-03-12,dunes,0.0041,0.25,hiv
HIVD09_37,HIVD09_37,HIVD09,37,9,Denver,2025-03-13,dunes,0.0041,0.25,hiv
HIVD09_38,HIVD09_38,HIVD09,38,9,Denver,2025-03-14,dunes,0.0041,0.25,hiv
HIVD09_39,HIVD09_39,HIVD09,39,9,Denver,2025-03-15,dunes,0.0041,0.25,hiv
HIVD09_40,HIVD09_40,HIVD09,40,9,Denver,2025-03-16,dunes,0.0041,0.25,hiv
HIVD09_41,HIVD09_41,HIVD09,41,9,Denver,2025-03-17,dunes,0.0041,0.25,hiv
HIVD09_42,HIVD09_42,HIVD09,42,9,Denver,2025-03-18,dunes,0.0041,0.25,hiv
HIVD09_43,HIVD09_43,HIVD09,43,9,Denver,2025-03-19,dunes,0.0041,0.25,hiv
HIVD09_44,HIVD09_44,HIVD09,44,9,Denver,2025-03-20,dunes,0.0041,0.25,hiv
HIVD09_45,HIVD09_45,HIVD09,45,9,Denver,2025-03-21,dunes,0.0041,0.25,hiv
HIVD09_46,HIVD09_46,HIVD09,46,9,Denver,2025-03-22,dunes,0.0041,0.25,hiv
HIVD09_47,HIVD09_47,HIVD09,47,9,Denver,2025-03-23,dunes,0.0041,0.25,hiv
HIVD09_48,HIVD09_48,HIVD09,48,9,Denver,2025-03-24,dunes,0.0041,0.25,hiv
HIVD09_49,HIVD09_49,HIVD09,49,9,Denver,2025-03-25,dunes,0.0041,0.25,hiv
HIVD10_0,HIVD10_0,HIVD10,0,10,Miami,2025-03-26,dunes,0.0041,0.25,hiv
HIVD10_1,HIVD10_1,HIVD10,1,10,Miami,2025-03-27,dunes,0.0041,0.25,hiv
HIVD10_2,HIVD10_2,HIVD10,2,10,Miami,2025-03-28,dunes,0.0041,0.25,hiv
HIVD10_3,HIVD10_3,HIVD10,3,10,Miami,2025-03-29,dunes,0.0041,0.25,hiv
HIVD10_4,HIVD10_4,HIVD10,4,10,Miami,2025-03-30,dunes,0.0041,0.25,hiv
HIVD10_5,HIVD10_5,HIVD10,5,10,Miami,2025-03-31,dunes,0.0041,0.25,hiv
HIVD10_6,HIVD10_6,HIVD10,6,10,Miami,2025-04-01,dunes,0.0041,0.25,hiv
HIVD10_7,HIVD10_7,HIVD10,7,10,Miami,2025-04-02,dunes,0.0041,0.25,hiv
HIVD10_8,HIVD10_8,HIVD10,8,10,Miami,2025-04-03,dunes,0.0041,0.25,hiv
HIVD10_9,HIVD10_9,HIVD10,9,10,Miami,2025-04-04,dunes,0.0041,0.25,hiv
HIVD10_10,HIVD10_10,HIVD10,10,10,Miami,2025-04-05,dunes,0.0041,0.25,hiv
HIVD10_11,HIVD10_11,HIVD10,11,10,Miami,2025-04-06,dunes,0.0041,0.25,hiv
HIVD10_12,HIVD10_12,HIVD10,12,10,Miami,2025-04-07,dunes,0.0041,0.25,hiv
HIVD10_13,HIVD10_13,HIVD10,13,10,Miami,2025-04-08,dunes,0.0041,0.25,hiv
HIVD10_14,HIVD10_14,HIVD10,14,10,Miami,2025-04-09,dunes,0.0041,0.25,hiv
HIVD10_15,HIVD10_15,HIVD10,15,10,Miami,2025-04-10,dunes,0.0041,0.25,hiv
HIVD10_16,HIVD10_16,HIVD10,16,10,Miami,2025-04-11,dunes,0.0041,0.25,hiv
HIVD10_17,HIVD10_17,HIVD10,17,10,Miami,2025-04-12,dunes,0.0041,0.25,hiv
HIVD10_18,HIVD10_18,HIVD10,18,10,Miami,2025-04-13,dunes,0.0041,0.25,hiv
HIVD10_19,HIVD10_19,HIVD10,19,10,Miami,2025-04-14,dunes,0.0041,0.25,hiv
HIVD10_20,HIVD10_20,HIVD10,20,10,Miami,2025-04-15,dunes,0.0041,0.25,hiv
HIVD10_21,HIVD10_21,HIVD10,21,10,Miami,2025-04-16,dunes,0.0041,0.25,hiv
HIVD10_22,HIVD10_22,HIVD10,22,10,Miami,2025-04-17,dunes,0.0041,0.25,hiv
HIVD10_23,HIVD10_23,HIVD10,23,10,Miami,2025-04-18,dunes,0.0041,0.25,hiv
HIVD10_24,HIVD10_24,HIVD10,24,10,Miami,2025-04-19,dunes,0.0041,0.25,hiv
HIVD10_25,HIVD10_25,HIVD10,25,10,Miami,2025-04-20,dunes,0.0041,0.25,hiv
HIVD10_26,HIVD10_26,HIVD10,26,10,Miami,2025-04-21,dunes,0.0041,0.25,hiv
HIVD10_27,HIVD10_27,HIVD10,27,10,Miami,2025-04-22,dunes,0.0041,0.25,hiv
HIVD10_28,HIVD10_28,HIVD10,28,10,Miami,2025-04-23,dunes,0.0041,0.25,hiv
HIVD10_29,HIVD10_29,HIVD10,29,10,Miami,2025-04-24,dunes,0.0041,0.25,hiv
HIVD10_30,HIVD10_30,HIVD10,30,10,Miami,2025-04-25,dunes,0.0041,0.25,hiv
HIVD10_31,HIVD10_31,HIVD10,31,10,Miami,2025-04-26,dunes,0.0041,0.25,hiv
HIVD10_32,HIVD10_32,HIVD10,32,10,Miami,2025-04-27,dunes,0.0041,0.25,hiv
HIVD10_33,HIVD10_33,HIVD10,33,10,Miami,2025-04-28,dunes,0.0041,0.25,hiv
HIVD10_34,HIVD10_34,HIVD10,34,10,Miami,2025-04-29,dunes,0.0041,0.25,hiv
HIVD10_35,HIVD10_35,HIVD10,35,10,Miami,2025-04-30,dunes,0.0041,0.25,hiv
HIVD10_36,HIVD10_36,HIVD10,36,10,Miami,2025-05-01,dunes,0.0041,0.25,hiv
HIVD10_37,HIVD10_37,HIVD10,37,10,Miami,2025-05-02,dunes,0.0041,0.25,hiv
HIVD10_38,HIVD10_38,HIVD10,38,10,Miami,2025-05-03,dunes,0.0041,0.25,hiv
HIVD10_39,HIVD10_39,HIVD10,39,10,Miami,2025-05-04,dunes,0.0041,0.25,hiv
HIVD10_40,HIVD10_40,HIVD10,40,10,Miami,2025-05-05,dunes,0.0041,0.25,hiv
HIVD10_41,HIVD10_41,HIVD10,41,10,Miami,2025-05-06,dunes,0.0041,0.25,hiv
HIVD10_42,HIVD10_42,HIVD10,42,10,Miami,2025-05-07,dunes,0.0041,0.25,hiv
HIVD10_43,HIVD10_43,HIVD10,43,10,Miami,2025-05-08,dunes,0.0041,0.25,hiv
HIVD10_44,HIVD10_44,HIVD10,44,10,Miami,2025-05-09,dunes,0.0041,0.25,hiv
HIVD10_45,HIVD10_45,HIVD10,45,10,Miami,2025-05-10,dunes,0.0041,0.25,hiv
HIVD10_46,HIVD10_46,HIVD10,46,10,Miami,2025-05-11,dunes,0.0041,0.25,hiv
HIVD10_47,HIVD10_47,HIVD10,47,10,Miami,2025-05-12,dunes,0.0041,0.25,hiv
HIVD10_48,HIVD10_48,HIVD10,48,10,Miami,2025-05-13,dunes,0.0041,0.25,hiv
HIVD10_49,HIVD10_49,HIVD10,49,10,Miami,2025-05-14,dunes,0.0041,0.25,hiv
