source,target,distance
LG02160,LG02161,11.000
LG02161,LG02162,4.000
LG02162,LG02163,5.000
LG02163,LG02164,6.000
LG02164,LG02165,7.000
LG02165,LG02166,8.000
LG02166,LG02167,9.000
LG02167,LG02168,10.000
LG02168,LG02169,11.000
LG02169,LG02170,4.000
LG02170,LG02171,5.000
LG02171,LG02172,6.000
LG02172,LG02173,7.000
LG02173,LG02174,8.000
LG02174,LG02175,9.000
LG02175,LG02176,10.000
LG02176,LG02177,11.000
LG02177,LG02178,4.000
LG02178,LG02179,5.000
LG02179,LG02180,6.000
LG02180,LG02181,7.000
LG02181,LG02182,8.000
LG02182,LG02183,9.000
LG02183,LG02184,10.000
LG02184,LG02185,11.000
LG02185,LG02186,4.000
LG02186,LG02187,5.000
LG02187,LG02188,6.000
LG02188,LG02189,7.000
LG02189,LG02190,8.000
LG02190,LG02191,9.000
LG02191,LG02192,10.000
LG02192,LG02193,11.000
LG02193,LG02194,4.000
LG02194,LG02195,5.000
LG02195,LG02196,6.000
LG02196,LG02197,7.000
LG02197,LG02198,8.000
LG02198,LG02199,9.000
LG02199,LG02200,10.000
LG02200,LG02201,11.000
LG02201,LG02202,4.000
LG02202,LG02203,5.000
LG02203,LG02204,6.000
LG02204,LG02205,7.000
LG02205,LG02206,8.000
LG02206,LG02207,9.000
LG02207,LG02208,10.000
LG02208,LG02209,11.000
LG02209,LG02210,4.000
LG02210,LG02211,5.000
LG02211,LG02212,6.000
LG02212,LG02213,7.000
LG02213,LG02214,8.000
LG02214,LG02215,9.000
LG02215,LG02216,10.000
LG02216,LG02217,11.000
LG02217,LG02218,4.000
LG02218,LG02219,5.000
LG02219,LG02220,6.000
LG02220,LG02221,7.000
LG02221,LG02222,8.000
LG02222,LG02223,9.000
LG02223,LG02224,10.000
LG02224,LG02225,11.000
LG02225,LG02226,4.000
LG02226,LG02227,5.000
LG02227,LG02228,6.000
LG02228,LG02229,7.000
LG02229,LG02230,8.000
LG02230,LG02231,9.000
LG02231,LG02232,10.000
LG02232,LG02233,11.000
LG02233,LG02234,4.000
LG02234,LG02235,5.000
LG02235,LG02236,6.000
LG02236,LG02237,7.000
LG02237,LG02238,8.000
LG02238,LG02239,9.000
LG02239,LG02240,10.000
LG02240,LG02241,11.000
LG02241,LG02242,4.000
LG02242,LG02243,5.000
LG02243,LG02244,6.000
LG02244,LG02245,7.000
LG02245,LG02246,8.000
LG02246,LG02247,9.000
LG02247,LG02248,10.000
LG02248,LG02249,11.000
LG02249,LG02250,4.000
LG02250,LG02251,5.000
LG02251,LG02252,6.000
LG02252,LG02253,7.000
LG02253,LG02254,8.000
LG02254,LG02255,9.000
LG02255,LG02256,10.000
LG02256,LG02257,11.000
LG02257,LG02258,4.000
LG02258,LG02259,5.000
LG02259,LG02260,6.000
LG02260,LG02261,7.000
LG02261,LG02262,8.000
LG02262,LG02263,9.000
LG02263,LG02264,10.000
LG02264,LG02265,11.000
LG02265,LG02266,4.000
LG02266,LG02267,5.000
LG02267,LG02268,6.000
LG02268,LG02269,7.000
LG02269,LG02270,8.000
LG02270,LG02271,9.000
LG02271,LG02272,10.000
LG02272,LG02273,11.000
LG02273,LG02274,4.000
LG02274,LG02275,5.000
LG02275,LG02276,6.000
LG02276,LG02277,7.000
LG02277,LG02278,8.000
LG02278,LG02279,9.000
LG02279,LG02280,10.000
LG02280,LG02281,11.000
LG02281,LG02282,4.000
LG02282,LG02283,5.000
LG02283,LG02284,6.000
LG02284,LG02285,7.000
LG02285,LG02286,8.000
LG02286,LG02287,9.000
LG02287,LG02288,10.000
LG02288,LG02289,11.000
LG02289,LG02290,4.000
LG02290,LG02291,5.000
LG02291,LG02292,6.000
LG02292,LG02293,7.000
LG02293,LG02294,8.000
LG02294,LG02295,9.000
LG02295,LG02296,10.000
LG02296,LG02297,11.000
LG02297,LG02298,4.000
LG02298,LG02299,5.000
LG02299,LG02300,6.000
LG02300,LG02301,7.000
LG02301,LG02302,8.000
LG02302,LG02303,9.000
LG02303,LG02304,10.000
LG02304,LG02305,11.000
LG02305,LG02306,4.000
LG02306,LG02307,5.000
LG02307,LG02308,6.000
LG02308,LG02309,7.000
LG02309,LG02310,8.000
LG02310,LG02311,9.000
LG02311,LG02312,10.000
LG02312,LG02313,11.000
LG02313,LG02314,4.000
LG02314,LG02315,5.000
LG02315,LG02316,6.000
LG02316,LG02317,7.000
LG02317,LG02318,8.000
LG02318,LG02319,9.000
LG02319,LG02320,10.000
LG02320,LG02321,11.000
LG02321,LG02322,4.000
LG02322,LG02323,5.000
LG02323,LG02324,6.000
LG02324,LG02325,7.000
LG02325,LG02326,8.000
LG02326,LG02327,9.000
LG02327,LG02328,10.000
LG02328,LG02329,11.000
LG02329,LG02330,4.000
LG02330,LG02331,5.000
LG02331,LG02332,6.000
LG02332,LG02333,7.000
LG02333,LG02334,8.000
LG02334,LG02335,9.000
LG02335,LG02336,10.000
LG02336,LG02337,11.000
LG02337,LG02338,4.000
LG02338,LG02339,5.000
LG02339,LG02340,6.000
LG02340,LG02341,7.000
LG02341,LG02342,8.000
LG02342,LG02343,9.000
LG02343,LG02344,10.000
LG02344,LG02345,11.000
LG02345,LG02346,4.000
LG02346,LG02347,5.000
LG02347,LG02348,6.000
LG02348,LG02349,7.000
LG02349,LG02350,8.000
LG02350,LG02351,9.000
LG02351,LG02352,10.000
LG02352,LG02353,11.000
LG02353,LG02354,4.000
LG02354,LG02355,5.000
LG02355,LG02356,6.000
LG02356,LG02357,7.000
LG02357,LG02358,8.000
LG02358,LG02359,9.000
LG02359,LG02360,10.000
LG02360,LG02361,11.000
LG02361,LG02362,4.000
LG02362,LG02363,5.000
LG02363,LG02364,6.000
LG02364,LG02365,7.000
LG02365,LG02366,8.000
LG02366,LG02367,9.000
LG02367,LG02368,10.000
LG02368,LG02369,11.000
LG02369,LG02370,4.000
LG02370,LG02371,5.000
LG02371,LG02372,6.000
LG02372,LG02373,7.000
LG02373,LG02374,8.000
LG02374,LG02375,9.000
LG02375,LG02376,10.000
LG02376,LG02377,11.000
LG02377,LG02378,4.000
LG02378,LG02379,5.000
LG02379,LG02380,6.000
LG02380,LG02381,7.000
LG02381,LG02382,8.000
LG02382,LG02383,9.000
LG02383,LG02384,10.000
LG02384,LG02385,11.000
LG02385,LG02386,4.000
LG02386,LG02387,5.000
LG02387,LG02388,6.000
LG02388,LG02389,7.000
LG02389,LG02390,8.000
LG02390,LG02391,9.000
LG02391,LG02392,10.000
LG02392,LG02393,11.000
LG02393,LG02394,4.000
LG02394,LG02395,5.000
LG02395,LG02396,6.000
LG02396,LG02397,7.000
LG02397,LG02398,8.000
LG02398,LG02399,9.000
LG02399,LG02400,10.000
LG02400,LG02401,11.000
LG02401,LG02402,4.000
LG02402,LG02403,5.000
LG02403,LG02404,6.000
LG02404,LG02405,7.000
LG02405,LG02406,8.000
LG02406,LG02407,9.000
LG02407,LG02408,10.000
LG02408,LG02409,11.000
LG02409,LG02410,4.000
LG02410,LG02411,5.000
LG02411,LG02412,6.000
LG02412,LG02413,7.000
LG02413,LG02414,8.000
LG02414,LG02415,9.000
LG02415,LG02416,10.000
LG02416,LG02417,11.000
LG02417,LG02418,4.000
LG02418,LG02419,5.000
LG02419,LG02420,6.000
LG02420,LG02421,7.000
LG02421,LG02422,8.000
LG02422,LG02423,9.000
LG02423,LG02424,10.000
LG02424,LG02425,11.000
LG02425,LG02426,4.000
LG02426,LG02427,5.000
LG02427,LG02428,6.000
LG02428,LG02429,7.000
LG02429,LG02430,8.000
LG02430,LG02431,9.000
LG02431,LG02432,10.000
LG02432,LG02433,11.000
LG02433,LG02434,4.000
LG02434,LG02435,5.000
LG02435,LG02436,6.000
LG02436,LG02437,7.000
LG02437,LG02438,8.000
LG02438,LG02439,9.000
LG02439,LG02440,10.000
LG02440,LG02441,11.000
LG02441,LG02442,4.000
LG02442,LG02443,5.000
LG02443,LG02444,6.000
LG02444,LG02445,7.000
LG02445,LG02446,8.000
LG02446,LG02447,9.000
LG02447,LG02448,10.000
LG02448,LG02449,11.000
LG02449,LG02450,4.000
LG02450,LG02451,5.000
LG02451,LG02452,6.000
LG02452,LG02453,7.000
LG02453,LG02454,8.000
LG02454,LG02455,9.000
LG02455,LG02456,10.000
LG02456,LG02457,11.000
LG02457,LG02458,4.000
LG02458,LG02459,5.000
LG02459,LG02460,6.000
LG02460,LG02461,7.000
LG02461,LG02462,8.000
LG02462,LG02463,9.000
LG02463,LG02464,10.000
LG02464,LG02465,11.000
LG02465,LG02466,4.000
LG02466,LG02467,5.000
LG02467,LG02468,6.000
LG02468,LG02469,7.000
LG02469,LG02470,8.000
LG02470,LG02471,9.000
LG02471,LG02472,10.000
LG02472,LG02473,11.000
LG02473,LG02474,4.000
LG02474,LG02475,5.000
LG02475,LG02476,6.000
LG02476,LG02477,7.000
LG02477,LG02478,8.000
LG02478,LG02479,9.000
LG02479,LG02480,10.000
LG02480,LG02481,11.000
LG02481,LG02482,4.000
LG02482,LG02483,5.000
LG02483,LG02484,6.000
LG02484,LG02485,7.000
LG02485,LG02486,8.000
LG02486,LG02487,9.000
LG02487,LG02488,10.000
LG02488,LG02489,11.000
LG02489,LG02490,4.000
LG02490,LG02491,5.000
LG02491,LG02492,6.000
LG02492,LG02493,7.000
LG02493,LG02494,8.000
LG02494,LG02495,9.000
LG02495,LG02496,10.000
LG02496,LG02497,11.000
LG02497,LG02498,4.000
LG02498,LG02499,5.000
LG02499,LG02500,6.000
LG02500,LG02501,7.000
LG02501,LG02502,8.000
LG02502,LG02503,9.000
LG02503,LG02504,10.000
LG02504,LG02505,11.000
LG02505,LG02506,4.000
LG02506,LG02507,5.000
LG02507,LG02508,6.000
LG02508,LG02509,7.000
LG02509,LG02510,8.000
LG02510,LG02511,9.000
LG02511,LG02512,10.000
LG02512,LG02513,11.000
LG02513,LG02514,4.000
LG02514,LG02515,5.000
LG02515,LG02516,6.000
LG02516,LG02517,7.000
LG02517,LG02518,8.000
LG02518,LG02519,9.000
LG02519,LG02520,10.000
LG02520,LG02521,11.000
LG02521,LG02522,4.000
LG02522,LG02523,5.000
LG02523,LG02524,6.000
LG02524,LG02525,7.000
LG02525,LG02526,8.000
LG02526,LG02527,9.000
LG02527,LG02528,10.000
LG02528,LG02529,11.000
LG02529,LG02530,4.000
LG02530,LG02531,5.000
LG02531,LG02532,6.000
LG02532,LG02533,7.000
LG02533,LG02534,8.000
LG02534,LG02535,9.000
LG02535,LG02536,10.000
LG02536,LG02537,11.000
LG02537,LG02538,4.000
LG02538,LG02539,5.000
LG02539,LG02540,6.000
LG02540,LG02541,7.000
LG02541,LG02542,8.000
LG02542,LG02543,9.000
LG02543,LG02544,10.000
LG02544,LG02545,11.000
LG02545,LG02546,4.000
LG02546,LG02547,5.000
LG02547,LG02548,6.000
LG02548,LG02549,7.000
LG02549,LG02550,8.000
LG02550,LG02551,9.000
LG02551,LG02552,10.000
LG02552,LG02553,11.000
LG02553,LG02554,4.000
LG02554,LG02555,5.000
LG02555,LG02556,6.000
LG02556,LG02557,7.000
LG02557,LG02558,8.000
LG02558,LG02559,9.000
LG02559,LG02560,10.000
LG02560,LG02561,11.000
LG02561,LG02562,4.000
LG02562,LG02563,5.000
LG02563,LG02564,6.000
LG02564,LG02565,7.000
LG02565,LG02566,8.000
LG02566,LG02567,9.000
LG02567,LG02568,10.000
LG02568,LG02569,11.000
LG02569,LG02570,4.000
LG02570,LG02571,5.000
LG02571,LG02572,6.000
LG02572,LG02573,7.000
LG02573,LG02574,8.000
LG02574,LG02575,9.000
LG02575,LG02576,10.000
LG02576,LG02577,11.000
LG02577,LG02578,4.000
LG02578,LG02579,5.000
LG02579,LG02580,6.000
LG02580,LG02581,7.000
LG02581,LG02582,8.000
LG02582,LG02583,9.000
LG02583,LG02584,10.000
LG02584,LG02585,11.000
LG02585,LG02586,4.000
LG02586,LG02587,5.000
LG02587,LG02588,6.000
LG02588,LG02589,7.000
LG02589,LG02590,8.000
LG02590,LG02591,9.000
LG02591,LG02592,10.000
LG02592,LG02593,11.000
LG02593,LG02594,4.000
LG02594,LG02595,5.000
LG02595,LG02596,6.000
LG02596,LG02597,7.000
LG02597,LG02598,8.000
LG02598,LG02599,9.000
LG02599,LG02600,10.000
LG02600,LG02601,11.000
LG02601,LG02602,4.000
LG02602,LG02603,5.000
LG02603,LG02604,6.000
LG02604,LG02605,7.000
LG02605,LG02606,8.000
LG02606,LG02607,9.000
LG02607,LG02608,10.000
LG02608,LG02609,11.000
LG02609,LG02610,4.000
LG02610,LG02611,5.000
LG02611,LG02612,6.000
LG02612,LG02613,7.000
LG02613,LG02614,8.000
LG02614,LG02615,9.000
LG02615,LG02616,10.000
LG02616,LG02617,11.000
LG02617,LG02618,4.000
LG02618,LG02619,5.000
LG02619,LG02620,6.000
LG02620,LG02621,7.000
LG02621,LG02622,8.000
LG02622,LG02623,9.000
LG02623,LG02624,10.000
LG02624,LG02625,11.000
LG02625,LG02626,4.000
LG02626,LG02627,5.000
LG02627,LG02628,6.000
LG02628,LG02629,7.000
LG02629,LG02630,8.000
LG02630,LG02631,9.000
LG02631,LG02632,10.000
LG02632,LG02633,11.000
LG02633,LG02634,4.000
LG02634,LG02635,5.000
LG02635,LG02636,6.000
LG02636,LG02637,7.000
LG02637,LG02638,8.000
LG02638,LG02639,9.000
LG02639,LG02640,10.000
LG02640,LG02641,11.000
LG02641,LG02642,4.000
LG02642,LG02643,5.000
LG02643,LG02644,6.000
LG02644,LG02645,7.000
LG02645,LG02646,8.000
LG02646,LG02647,9.000
LG02647,LG02648,10.000
LG02648,LG02649,11.000
LG02649,LG02650,4.000
LG02650,LG02651,5.000
LG02651,LG02652,6.000
LG02652,LG02653,7.000
LG02653,LG02654,8.000
LG02654,LG02655,9.000
LG02655,LG02656,10.000
LG02656,LG02657,11.000
LG02657,LG02658,4.000
LG02658,LG02659,5.000
LG02659,LG02660,6.000
LG02660,LG02661,7.000
LG02661,LG02662,8.000
LG02662,LG02663,9.000
LG02663,LG02664,10.000
LG02664,LG02665,11.000
LG02665,LG02666,4.000
LG02666,LG02667,5.000
LG02667,LG02668,6.000
LG02668,LG02669,7.000
LG02669,LG02670,8.000
LG02670,LG02671,9.000
LG02671,LG02672,10.000
LG02672,LG02673,11.000
LG02673,LG02674,4.000
LG02674,LG02675,5.000
LG02675,LG02676,6.000
LG02676,LG02677,7.000
LG02677,LG02678,8.000
LG02678,LG02679,9.000
LG02679,LG02680,10.000
LG02680,LG02681,11.000
LG02681,LG02682,4.000
LG02682,LG02683,5.000
LG02683,LG02684,6.000
LG02684,LG02685,7.000
LG02685,LG02686,8.000
LG02686,LG02687,9.000
LG02687,LG02688,10.000
LG02688,LG02689,11.000
LG02689,LG02690,4.000
LG02690,LG02691,5.000
LG02691,LG02692,6.000
LG02692,LG02693,7.000
LG02693,LG02694,8.000
LG02694,LG02695,9.000
LG02695,LG02696,10.000
LG02696,LG02697,11.000
LG02697,LG02698,4.000
LG02698,LG02699,5.000
LG02699,LG02700,6.000
LG02700,LG02701,7.000
LG02701,LG02702,8.000
LG02702,LG02703,9.000
LG02703,LG02704,10.000
LG02704,LG02705,11.000
LG02705,LG02706,4.000
LG02706,LG02707,5.000
LG02707,LG02708,6.000
LG02708,LG02709,7.000
LG02709,LG02710,8.000
LG02710,LG02711,9.000
LG02711,LG02712,10.000
LG02712,LG02713,11.000
LG02713,LG02714,4.000
LG02714,LG02715,5.000
LG02715,LG02716,6.000
LG02716,LG02717,7.000
LG02717,LG02718,8.000
LG02718,LG02719,9.000
LG02719,LG02720,10.000
LG02720,LG02721,11.000
LG02721,LG02722,4.000
LG02722,LG02723,5.000
LG02723,LG02724,6.000
LG02724,LG02725,7.000
LG02725,LG02726,8.000
LG02726,LG02727,9.000
LG02727,LG02728,10.000
LG02728,LG02729,11.000
LG02729,LG02730,4.000
LG02730,LG02731,5.000
LG02731,LG02732,6.000
LG02732,LG02733,7.000
LG02733,LG02734,8.000
LG02734,LG02735,9.000
LG02735,LG02736,10.000
LG02736,LG02737,11.000
LG02737,LG02738,4.000
LG02738,LG02739,5.000
LG02739,LG02740,6.000
LG02740,LG02741,7.000
LG02741,LG02742,8.000
LG02742,LG02743,9.000
LG02743,LG02744,10.000
LG02744,LG02745,11.000
LG02745,LG02746,4.000
LG02746,LG02747,5.000
LG02747,LG02748,6.000
LG02748,LG02749,7.000
LG02749,LG02750,8.000
LG02750,LG02751,9.000
LG02751,LG02752,10.000
LG02752,LG02753,11.000
LG02753,LG02754,4.000
LG02754,LG02755,5.000
LG02755,LG02756,6.000
LG02756,LG02757,7.000
LG02757,LG02758,8.000
LG02758,LG02759,9.000
LG02759,LG02760,10.000
LG02760,LG02761,11.000
LG02761,LG02762,4.000
LG02762,LG02763,5.000
LG02763,LG02764,6.000
LG02764,LG02765,7.000
LG02765,LG02766,8.000
LG02766,LG02767,9.000
LG02767,LG02768,10.000
LG02768,LG02769,11.000
LG02769,LG02770,4.000
LG02770,LG02771,5.000
LG02771,LG02772,6.000
LG02772,LG02773,7.000
LG02773,LG02774,8.000
LG02774,LG02775,9.000
LG02775,LG02776,10.000
LG02776,LG02777,11.000
LG02777,LG02778,4.000
LG02778,LG02779,5.000
LG02779,LG02780,6.000
LG02780,LG02781,7.000
LG02781,LG02782,8.000
LG02782,LG02783,9.000
LG02783,LG02784,10.000
LG02784,LG02785,11.000
LG02785,LG02786,4.000
LG02786,LG02787,5.000
LG02787,LG02788,6.000
LG02788,LG02789,7.000
LG02789,LG02790,8.000
LG02790,LG02791,9.000
LG02791,LG02792,10.000
LG02792,LG02793,11.000
LG02793,LG02794,4.000
LG02794,LG02795,5.000
LG02795,LG02796,6.000
LG02796,LG02797,7.000
LG02797,LG02798,8.000
LG02798,LG02799,9.000
LG02799,LG02800,10.000
LG02800,LG02801,11.000
LG02801,LG02802,4.000
LG02802,LG02803,5.000
LG02803,LG02804,6.000
LG02804,LG02805,7.000
LG02805,LG02806,8.000
LG02806,LG02807,9.000
LG02807,LG02808,10.000
LG02808,LG02809,11.000
LG02809,LG02810,4.000
LG02810,LG02811,5.000
LG02811,LG02812,6.000
LG02812,LG02813,7.000
LG02813,LG02814,8.000
LG02814,LG02815,9.000
LG02815,LG02816,10.000
LG02816,LG02817,11.000
LG02817,LG02818,4.000
LG02818,LG02819,5.000
LG02819,LG02820,6.000
LG02820,LG02821,7.000
LG02821,LG02822,8.000
LG02822,LG02823,9.000
LG02823,LG02824,10.000
LG02824,LG02825,11.000
LG02825,LG02826,4.000
LG02826,LG02827,5.000
LG02827,LG02828,6.000
LG02828,LG02829,7.000
LG02829,LG02830,8.000
LG02830,LG02831,9.000
LG02831,LG02832,10.000
LG02832,LG02833,11.000
LG02833,LG02834,4.000
LG02834,LG02835,5.000
LG02835,LG02836,6.000
LG02836,LG02837,7.000
LG02837,LG02838,8.000
LG02838,LG02839,9.000
LG02839,LG02840,10.000
LG02840,LG02841,11.000
LG02841,LG02842,4.000
LG02842,LG02843,5.000
LG02843,LG02844,6.000
LG02844,LG02845,7.000
LG02845,LG02846,8.000
LG02846,LG02847,9.000
LG02847,LG02848,10.000
LG02848,LG02849,11.000
LG02849,LG02850,4.000
LG02850,LG02851,5.000
LG02851,LG02852,6.000
LG02852,LG02853,7.000
LG02853,LG02854,8.000
LG02854,LG02855,9.000
LG02855,LG02856,10.000
LG02856,LG02857,11.000
LG02857,LG02858,4.000
LG02858,LG02859,5.000
LG02859,LG02860,6.000
LG02860,LG02861,7.000
LG02861,LG02862,8.000
LG02862,LG02863,9.000
LG02863,LG02864,10.000
LG02864,LG02865,11.000
LG02865,LG02866,4.000
LG02866,LG02867,5.000
LG02867,LG02868,6.000
LG02868,LG02869,7.000
LG02869,LG02870,8.000
LG02870,LG02871,9.000
LG02871,LG02872,10.000
LG02872,LG02873,11.000
LG02873,LG02874,4.000
LG02874,LG02875,5.000
LG02875,LG02876,6.000
LG02876,LG02877,7.000
LG02877,LG02878,8.000
LG02878,LG02879,9.000
LG02879,LG02880,10.000
LG02880,LG02881,11.000
LG02881,LG02882,4.000
LG02882,LG02883,5.000
LG02883,LG02884,6.000
LG02884,LG02885,7.000
LG02885,LG02886,8.000
LG02886,LG02887,9.000
LG02887,LG02888,10.000
LG02888,LG02889,11.000
LG02889,LG02890,4.000
LG02890,LG02891,5.000
LG02891,LG02892,6.000
LG02892,LG02893,7.000
LG02893,LG02894,8.000
LG02894,LG02895,9.000
LG02895,LG02896,10.000
LG02896,LG02897,11.000
LG02897,LG02898,4.000
LG02898,LG02899,5.000
LG02899,LG02900,6.000
LG02900,LG02901,7.000
LG02901,LG02902,8.000
LG02902,LG02903,9.000
LG02903,LG02904,10.000
LG02904,LG02905,11.000
LG02905,LG02906,4.000
LG02906,LG02907,5.000
LG02907,LG02908,6.000
LG02908,LG02909,7.000
LG02909,LG02910,8.000
LG02910,LG02911,9.000
LG02911,LG02912,10.000
LG02912,LG02913,11.000
LG02913,LG02914,4.000
LG02914,LG02915,5.000
LG02915,LG02916,6.000
LG02916,LG02917,7.000
LG02917,LG02918,8.000
LG02918,LG02919,9.000
LG02919,LG02920,10.000
LG02920,LG02921,11.000
LG02921,LG02922,4.000
LG02922,LG02923,5.000
LG02923,LG02924,6.000
LG02924,LG02925,7.000
LG02925,LG02926,8.000
LG02926,LG02927,9.000
LG02927,LG02928,10.000
LG02928,LG02929,11.000
LG02929,LG02930,4.000
LG02930,LG02931,5.000
LG02931,LG02932,6.000
LG02932,LG02933,7.000
LG02933,LG02934,8.000
LG02934,LG02935,9.000
LG02935,LG02936,10.000
LG02936,LG02937,11.000
LG02937,LG02938,4.000
LG02938,LG02939,5.000
LG02939,LG02940,6.000
LG02940,LG02941,7.000
LG02941,LG02942,8.000
LG02942,LG02943,9.000
LG02943,LG02944,10.000
LG02944,LG02945,11.000
LG02945,LG02946,4.000
LG02946,LG02947,5.000
LG02947,LG02948,6.000
LG02948,LG02949,7.000
LG02949,LG02950,8.000
LG02950,LG02951,9.000
LG02951,LG02952,10.000
LG02952,LG02953,11.000
LG02953,LG02954,4.000
LG02954,LG02955,5.000
LG02955,LG02956,6.000
LG02956,LG02957,7.000
LG02957,LG02958,8.000
LG02958,LG02959,9.000
LG02959,LG02960,10.000
LG02960,LG02961,11.000
LG02961,LG02962,4.000
LG02962,LG02963,5.000
LG02963,LG02964,6.000
LG02964,LG02965,7.000
LG02965,LG02966,8.000
LG02966,LG02967,9.000
LG02967,LG02968,10.000
LG02968,LG02969,11.000
LG02969,LG02970,4.000
LG02970,LG02971,5.000
LG02971,LG02972,6.000
LG02972,LG02973,7.000
LG02973,LG02974,8.000
LG02974,LG02975,9.000
LG02975,LG02976,10.000
LG02976,LG02977,11.000
LG02977,LG02978,4.000
LG02978,LG02979,5.000
LG02979,LG02980,6.000
LG02980,LG02981,7.000
LG02981,LG02982,8.000
LG02982,LG02983,9.000
LG02983,LG02984,10.000
LG02984,LG02985,11.000
LG02985,LG02986,4.000
LG02986,LG02987,5.000
LG02987,LG02988,6.000
LG02988,LG02989,7.000
LG02989,LG02990,8.000
LG02990,LG02991,9.000
LG02991,LG02992,10.000
LG02992,LG02993,11.000
LG02993,LG02994,4.000
LG02994,LG02995,5.000
LG02995,LG02996,6.000
LG02996,LG02997,7.000
LG02997,LG02998,8.000
LG02998,LG02999,9.000
LG02999,LG03000,10.000
LG03000,LG03001,11.000
LG03001,LG03002,4.000
LG03002,LG03003,5.000
LG03003,LG03004,6.000
LG03004,LG03005,7.000
LG03005,LG03006,8.000
LG03006,LG03007,9.000
LG03007,LG03008,10.000
LG03008,LG03009,11.000
LG03009,LG03010,4.000
LG03010,LG03011,5.000
LG03011,LG03012,6.000
LG03012,LG03013,7.000
LG03013,LG03014,8.000
LG03014,LG03015,9.000
LG03015,LG03016,10.000
LG03016,LG03017,11.000
LG03017,LG03018,4.000
LG03018,LG03019,5.000
LG03019,LG03020,6.000
LG03020,LG03021,7.000
LG03021,LG03022,8.000
LG03022,LG03023,9.000
LG03023,LG03024,10.000
LG03024,LG03025,11.000
LG03025,LG03026,4.000
LG03026,LG03027,5.000
LG03027,LG03028,6.000
LG03028,LG03029,7.000
LG03029,LG03030,8.000
LG03030,LG03031,9.000
LG03031,LG03032,10.000
LG03032,LG03033,11.000
LG03033,LG03034,4.000
LG03034,LG03035,5.000
LG03035,LG03036,6.000
LG03036,LG03037,7.000
LG03037,LG03038,8.000
LG03038,LG03039,9.000
LG03039,LG03040,10.000
LG03040,LG03041,11.000
LG03041,LG03042,4.000
LG03042,LG03043,5.000
LG03043,LG03044,6.000
LG03044,LG03045,7.000
LG03045,LG03046,8.000
LG03046,LG03047,9.000
LG03047,LG03048,10.000
LG03048,LG03049,11.000
LG03049,LG03050,4.000
LG03050,LG03051,5.000
LG03051,LG03052,6.000
LG03052,LG03053,7.000
LG03053,LG03054,8.000
LG03054,LG03055,9.000
LG03055,LG03056,10.000
LG03056,LG03057,11.000
LG03057,LG03058,4.000
LG03058,LG03059,5.000
LG03059,LG03060,6.000
LG03060,LG03061,7.000
LG03061,LG03062,8.000
LG03062,LG03063,9.000
LG03063,LG03064,10.000
LG03064,LG03065,11.000
LG03065,LG03066,4.000
LG03066,LG03067,5.000
LG03067,LG03068,6.000
LG03068,LG03069,7.000
LG03069,LG03070,8.000
LG03070,LG03071,9.000
LG03071,LG03072,10.000
LG03072,LG03073,11.000
LG03073,LG03074,4.000
LG03074,LG03075,5.000
LG03075,LG03076,6.000
LG03076,LG03077,7.000
LG03077,LG03078,8.000
LG03078,LG03079,9.000
LG03079,LG03080,10.000
LG03080,LG03081,11.000
LG03081,LG03082,4.000
LG03082,LG03083,5.000
LG03083,LG03084,6.000
LG03084,LG03085,7.000
LG03085,LG03086,8.000
LG03086,LG03087,9.000
LG03087,LG03088,10.000
LG03088,LG03089,11.000
LG03089,LG03090,4.000
LG03090,LG03091,5.000
LG03091,LG03092,6.000
LG03092,LG03093,7.000
LG03093,LG03094,8.000
LG03094,LG03095,9.000
LG03095,LG03096,10.000
LG03096,LG03097,11.000
LG03097,LG03098,4.000
LG03098,LG03099,5.000
LG03099,LG03100,6.000
LG03100,LG03101,7.000
LG03101,LG03102,8.000
LG03102,LG03103,9.000
LG03103,LG03104,10.000
LG03104,LG03105,11.000
LG03105,LG03106,4.000
LG03106,LG03107,5.000
LG03107,LG03108,6.000
LG03108,LG03109,7.000
LG03109,LG03110,8.000
LG03110,LG03111,9.000
LG03111,LG03112,10.000
LG03112,LG03113,11.000
LG03113,LG03114,4.000
LG03114,LG03115,5.000
LG03115,LG03116,6.000
LG03116,LG03117,7.000
LG03117,LG03118,8.000
LG03118,LG03119,9.000
LG03119,LG03120,10.000
LG03120,LG03121,11.000
LG03121,LG03122,4.000
LG03122,LG03123,5.000
LG03123,LG03124,6.000
LG03124,LG03125,7.000
LG03125,LG03126,8.000
LG03126,LG03127,9.000
LG03127,LG03128,10.000
LG03128,LG03129,11.000
LG03129,LG03130,4.000
LG03130,LG03131,5.000
LG03131,LG03132,6.000
LG03132,LG03133,7.000
LG03133,LG03134,8.000
LG03134,LG03135,9.000
LG03135,LG03136,10.000
LG03136,LG03137,11.000
LG03137,LG03138,4.000
LG03138,LG03139,5.000
LG03139,LG03140,6.000
LG03140,LG03141,7.000
LG03141,LG03142,8.000
LG03142,LG03143,9.000
LG03143,LG03144,10.000
LG03144,LG03145,11.000
LG03145,LG03146,4.000
LG03146,LG03147,5.000
LG03147,LG03148,6.000
LG03148,LG03149,7.000
LG03149,LG03150,8.000
LG03150,LG03151,9.000
LG03151,LG03152,10.000
LG03152,LG03153,11.000
LG03153,LG03154,4.000
LG03154,LG03155,5.000
LG03155,LG03156,6.000
LG03156,LG03157,7.000
LG03157,LG03158,8.000
LG03158,LG03159,9.000
