source,target,distance
SG04066,SG04067,5.000
SG04067,SG04068,6.000
SG04068,SG04069,7.000
SG04069,SG04070,8.000
SG04070,SG04071,9.000
SG04071,SG04072,10.000
SG04072,SG04073,11.000
SG04073,SG04074,4.000
SG04074,SG04075,5.000
SG04075,SG04076,6.000
SG04076,SG04077,7.000
SG04077,SG04078,8.000
SG04078,SG04079,9.000
SG04079,SG04080,10.000
SG04080,SG04081,11.000
SG04081,SG04082,4.000
SG04082,SG04083,5.000
SG04083,SG04084,6.000
SG04084,SG04085,7.000
SG04085,SG04086,8.000
SG04086,SG04087,9.000
SG04087,SG04088,10.000
SG04088,SG04089,11.000
SG04089,SG04090,4.000
SG04090,SG04091,5.000
SG04091,SG04092,6.000
SG04092,SG04093,7.000
SG04093,SG04094,8.000
SG04094,SG04095,9.000
SG04095,SG04096,10.000
SG04096,SG04097,11.000
SG04097,SG04098,4.000
SG04098,SG04099,5.000
SG04099,SG04100,6.000
SG04100,SG04101,7.000
SG04101,SG04102,8.000
SG04102,SG04103,9.000
SG04103,SG04104,10.000
SG04104,SG04105,11.000
SG04105,SG04106,4.000
SG04106,SG04107,5.000
SG04107,SG04108,6.000
SG04108,SG04109,7.000
SG04109,SG04110,8.000
SG04110,SG04111,9.000
SG04111,SG04112,10.000
SG04112,SG04113,11.000
SG04113,SG04114,4.000
SG04114,SG04115,5.000
SG04115,SG04116,6.000
SG04116,SG04117,7.000
SG04117,SG04118,8.000
SG04118,SG04119,9.000
SG04119,SG04120,10.000
SG04120,SG04121,11.000
SG04121,SG04122,4.000
SG04122,SG04123,5.000
SG04123,SG04124,6.000
SG04124,SG04125,7.000
SG04125,SG04126,8.000
SG04126,SG04127,9.000
SG04127,SG04128,10.000
SG04128,SG04129,11.000
SG04129,SG04130,4.000
SG04130,SG04131,5.000
SG04131,SG04132,6.000
SG04132,SG04133,7.000
SG04133,SG04134,8.000
SG04134,SG04135,9.000
SG04135,SG04136,10.000
SG04136,SG04137,11.000
SG04137,SG04138,4.000
SG04138,SG04139,5.000
SG04139,SG04140,6.000
SG04140,SG04141,7.000
SG04141,SG04142,8.000
SG04142,SG04143,9.000
SG04143,SG04144,10.000
SG04144,SG04145,11.000
SG04145,SG04146,4.000
SG04146,SG04147,5.000
SG04147,SG04148,6.000
SG04148,SG04149,7.000
SG04149,SG04150,8.000
SG04150,SG04151,9.000
SG04151,SG04152,10.000
SG04152,SG04153,11.000
SG04153,SG04154,4.000
SG04154,SG04155,5.000
SG04155,SG04156,6.000
SG04156,SG04157,7.000
SG04157,SG04158,8.000
SG04158,SG04159,9.000
SG04159,SG04160,10.000
SG04160,SG04161,11.000
SG04161,SG04162,4.000
SG04162,SG04163,5.000
SG04163,SG04164,6.000
SG04164,SG04165,7.000
SG04165,SG04166,8.000
SG04166,SG04167,9.000
SG04167,SG04168,10.000
SG04168,SG04169,11.000
SG04169,SG04170,4.000
SG04170,SG04171,5.000
SG04171,SG04172,6.000
SG04172,SG04173,7.000
SG04173,SG04174,8.000
SG04174,SG04175,9.000
SG04175,SG04176,10.000
SG04176,SG04177,11.000
SG04177,SG04178,4.000
SG04178,SG04179,5.000
SG04179,SG04180,6.000
SG04180,SG04181,7.000
SG04181,SG04182,8.000
SG04182,SG04183,9.000
SG04183,SG04184,10.000
SG04184,SG04185,11.000
SG04185,SG04186,4.000
SG04186,SG04187,5.000
SG04187,SG04188,6.000
SG04188,SG04189,7.000
SG04189,SG04190,8.000
SG04190,SG04191,9.000
SG04191,SG04192,10.000
SG04192,SG04193,11.000
SG04193,SG04194,4.000
SG04194,SG04195,5.000
SG04195,SG04196,6.000
SG04196,SG04197,7.000
SG04197,SG04198,8.000
SG04198,SG04199,9.000
SG04199,SG04200,10.000
SG04200,SG04201,11.000
SG04201,SG04202,4.000
SG04202,SG04203,5.000
SG04203,SG04204,6.000
SG04204,SG04205,7.000
SG04205,SG04206,8.000
SG04206,SG04207,9.000
SG04207,SG04208,10.000
SG04208,SG04209,11.000
SG04209,SG04210,4.000
SG04210,SG04211,5.000
SG04211,SG04212,6.000
SG04212,SG04213,7.000
SG04213,SG04214,8.000
SG04214,SG04215,9.000
SG04215,SG04216,10.000
SG04216,SG04217,11.000
SG04217,SG04218,4.000
SG04218,SG04219,5.000
SG04219,SG04220,6.000
SG04220,SG04221,7.000
SG04221,SG04222,8.000
SG04222,SG04223,9.000
SG04223,SG04224,10.000
SG04224,SG04225,11.000
SG04225,SG04226,4.000
SG04226,SG04227,5.000
SG04227,SG04228,6.000
SG04228,SG04229,7.000
SG04229,SG04230,8.000
SG04230,SG04231,9.000
SG04231,SG04232,10.000
SG04232,SG04233,11.000
SG04233,SG04234,4.000
SG04234,SG04235,5.000
SG04235,SG04236,6.000
SG04236,SG04237,7.000
SG04237,SG04238,8.000
SG04238,SG04239,9.000
SG04239,SG04240,10.000
SG04240,SG04241,11.000
SG04241,SG04242,4.000
SG04242,SG04243,5.000
SG04243,SG04244,6.000
SG04244,SG04245,7.000
SG04245,SG04246,8.000
SG04246,SG04247,9.000
SG04247,SG04248,10.000
SG04248,SG04249,11.000
SG04249,SG04250,4.000
SG04250,SG04251,5.000
SG04251,SG04252,6.000
SG04252,SG04253,7.000
SG04253,SG04254,8.000
SG04254,SG04255,9.000
SG04255,SG04256,10.000
SG04256,SG04257,11.000
SG04257,SG04258,4.000
SG04258,SG04259,5.000
SG04259,SG04260,6.000
SG04260,SG04261,7.000
SG04261,SG04262,8.000
SG04262,SG04263,9.000
SG04263,SG04264,10.000
SG04264,SG04265,11.000
SG04265,SG04266,4.000
SG04266,SG04267,5.000
SG04267,SG04268,6.000
SG04268,SG04269,7.000
SG04269,SG04270,8.000
SG04270,SG04271,9.000
SG04271,SG04272,10.000
SG04272,SG04273,11.000
SG04273,SG04274,4.000
SG04274,SG04275,5.000
SG04275,SG04276,6.000
SG04276,SG04277,7.000
SG04277,SG04278,8.000
SG04278,SG04279,9.000
SG04279,SG04280,10.000
SG04280,SG04281,11.000
SG04281,SG04282,4.000
SG04282,SG04283,5.000
SG04283,SG04284,6.000
SG04284,SG04285,7.000
SG04285,SG04286,8.000
SG04286,SG04287,9.000
SG04287,SG04288,10.000
SG04288,SG04289,11.000
SG04289,SG04290,4.000
SG04290,SG04291,5.000
SG04291,SG04292,6.000
SG04292,SG04293,7.000
SG04293,SG04294,8.000
SG04294,SG04295,9.000
SG04295,SG04296,10.000
SG04296,SG04297,11.000
SG04297,SG04298,4.000
SG04298,SG04299,5.000
SG04299,SG04300,6.000
SG04300,SG04301,7.000
SG04301,SG04302,8.000
SG04302,SG04303,9.000
SG04303,SG04304,10.000
SG04304,SG04305,11.000
SG04305,SG04306,4.000
SG04306,SG04307,5.000
SG04307,SG04308,6.000
SG04308,SG04309,7.000
SG04309,SG04310,8.000
SG04310,SG04311,9.000
SG04311,SG04312,10.000
SG04312,SG04313,11.000
SG04313,SG04314,4.000
SG04314,SG04315,5.000
SG04315,SG04316,6.000
SG04316,SG04317,7.000
SG04317,SG04318,8.000
SG04318,SG04319,9.000
SG04319,SG04320,10.000
SG04320,SG04321,11.000
SG04321,SG04322,4.000
SG04322,SG04323,5.000
SG04323,SG04324,6.000
SG04324,SG04325,7.000
SG04325,SG04326,8.000
SG04326,SG04327,9.000
SG04327,SG04328,10.000
SG04328,SG04329,11.000
SG04329,SG04330,4.000
SG04330,SG04331,5.000
SG04331,SG04332,6.000
SG04332,SG04333,7.000
SG04333,SG04334,8.000
SG04334,SG04335,9.000
SG04335,SG04336,10.000
SG04336,SG04337,11.000
SG04337,SG04338,4.000
SG04338,SG04339,5.000
SG04339,SG04340,6.000
SG04340,SG04341,7.000
SG04341,SG04342,8.000
SG04342,SG04343,9.000
SG04343,SG04344,10.000
SG04344,SG04345,11.000
SG04345,SG04346,4.000
SG04346,SG04347,5.000
SG04347,SG04348,6.000
SG04348,SG04349,7.000
SG04349,SG04350,8.000
SG04350,SG04351,9.000
SG04351,SG04352,10.000
SG04352,SG04353,11.000
SG04353,SG04354,4.000
SG04354,SG04355,5.000
SG04355,SG04356,6.000
SG04356,SG04357,7.000
SG04357,SG04358,8.000
SG04358,SG04359,9.000
SG04359,SG04360,10.000
SG04360,SG04361,11.000
SG04361,SG04362,4.000
SG04362,SG04363,5.000
SG04363,SG04364,6.000
SG04364,SG04365,7.000
SG04365,SG04366,8.000
SG04366,SG04367,9.000
SG04367,SG04368,10.000
SG04368,SG04369,11.000
SG04369,SG04370,4.000
SG04370,SG04371,5.000
SG04371,SG04372,6.000
SG04372,SG04373,7.000
SG04373,SG04374,8.000
SG04374,SG04375,9.000
SG04375,SG04376,10.000
SG04376,SG04377,11.000
SG04377,SG04378,4.000
SG04378,SG04379,5.000
SG04379,SG04380,6.000
SG04380,SG04381,7.000
SG04381,SG04382,8.000
SG04382,SG04383,9.000
SG04383,SG04384,10.000
SG04384,SG04385,11.000
SG04385,SG04386,4.000
SG04386,SG04387,5.000
SG04387,SG04388,6.000
SG04388,SG04389,7.000
SG04389,SG04390,8.000
SG04390,SG04391,9.000
SG04391,SG04392,10.000
SG04392,SG04393,11.000
SG04393,SG04394,4.000
SG04394,SG04395,5.000
SG04395,SG04396,6.000
SG04396,SG04397,7.000
SG04397,SG04398,8.000
SG04398,SG04399,9.000
SG04399,SG04400,10.000
SG04400,SG04401,11.000
SG04401,SG04402,4.000
SG04402,SG04403,5.000
SG04403,SG04404,6.000
SG04404,SG04405,7.000
SG04405,SG04406,8.000
SG04406,SG04407,9.000
SG04407,SG04408,10.000
SG04408,SG04409,11.000
SG04409,SG04410,4.000
SG04410,SG04411,5.000
SG04411,SG04412,6.000
SG04412,SG04413,7.000
SG04413,SG04414,8.000
SG04414,SG04415,9.000
SG04415,SG04416,10.000
SG04416,SG04417,11.000
SG04417,SG04418,4.000
SG04418,SG04419,5.000
SG04419,SG04420,6.000
SG04420,SG04421,7.000
SG04421,SG04422,8.000
SG04422,SG04423,9.000
SG04423,SG04424,10.000
SG04424,SG04425,11.000
SG04425,SG04426,4.000
SG04426,SG04427,5.000
SG04427,SG04428,6.000
SG04428,SG04429,7.000
SG04429,SG04430,8.000
SG04430,SG04431,9.000
SG04431,SG04432,10.000
SG04432,SG04433,11.000
SG04433,SG04434,4.000
SG04434,SG04435,5.000
SG04435,SG04436,6.000
SG04436,SG04437,7.000
SG04437,SG04438,8.000
SG04438,SG04439,9.000
SG04439,SG04440,10.000
SG04440,SG04441,11.000
SG04441,SG04442,4.000
SG04442,SG04443,5.000
SG04443,SG04444,6.000
SG04444,SG04445,7.000
SG04445,SG04446,8.000
SG04446,SG04447,9.000
SG04447,SG04448,10.000
SG04448,SG04449,11.000
SG04449,SG04450,4.000
SG04450,SG04451,5.000
SG04451,SG04452,6.000
SG04452,SG04453,7.000
SG04453,SG04454,8.000
SG04454,SG04455,9.000
SG04455,SG04456,10.000
SG04456,SG04457,11.000
SG04457,SG04458,4.000
SG04458,SG04459,5.000
SG04459,SG04460,6.000
SG04460,SG04461,7.000
SG04461,SG04462,8.000
SG04462,SG04463,9.000
SG04463,SG04464,10.000
SG04464,SG04465,11.000
SG04465,SG04466,4.000
SG04466,SG04467,5.000
SG04467,SG04468,6.000
SG04468,SG04469,7.000
SG04469,SG04470,8.000
SG04470,SG04471,9.000
SG04471,SG04472,10.000
SG04472,SG04473,11.000
SG04473,SG04474,4.000
SG04474,SG04475,5.000
SG04475,SG04476,6.000
SG04476,SG04477,7.000
SG04477,SG04478,8.000
SG04478,SG04479,9.000
SG04479,SG04480,10.000
SG04480,SG04481,11.000
SG04481,SG04482,4.000
SG04482,SG04483,5.000
SG04483,SG04484,6.000
SG04484,SG04485,7.000
SG04485,SG04486,8.000
SG04486,SG04487,9.000
SG04487,SG04488,10.000
SG04488,SG04489,11.000
SG04489,SG04490,4.000
SG04490,SG04491,5.000
SG04491,SG04492,6.000
SG04492,SG04493,7.000
SG04493,SG04494,8.000
SG04494,SG04495,9.000
SG04495,SG04496,10.000
SG04496,SG04497,11.000
SG04497,SG04498,4.000
SG04498,SG04499,5.000
SG04499,SG04500,6.000
SG04500,SG04501,7.000
SG04501,SG04502,8.000
SG04502,SG04503,9.000
SG04503,SG04504,10.000
SG04504,SG04505,11.000
SG04505,SG04506,4.000
SG04506,SG04507,5.000
SG04507,SG04508,6.000
SG04508,SG04509,7.000
SG04509,SG04510,8.000
SG04510,SG04511,9.000
SG04511,SG04512,10.000
SG04512,SG04513,11.000
SG04513,SG04514,4.000
SG04514,SG04515,5.000
SG04515,SG04516,6.000
SG04516,SG04517,7.000
SG04517,SG04518,8.000
SG04518,SG04519,9.000
SG04519,SG04520,10.000
SG04520,SG04521,11.000
SG04521,SG04522,4.000
SG04522,SG04523,5.000
SG04523,SG04524,6.000
SG04524,SG04525,7.000
SG04525,SG04526,8.000
SG04526,SG04527,9.000
SG04527,SG04528,10.000
SG04528,SG04529,11.000
SG04529,SG04530,4.000
SG04530,SG04531,5.000
SG04531,SG04532,6.000
SG04532,SG04533,7.000
SG04533,SG04534,8.000
SG04534,SG04535,9.000
SG04535,SG04536,10.000
SG04536,SG04537,11.000
SG04537,SG04538,4.000
SG04538,SG04539,5.000
SG04539,SG04540,6.000
SG04540,SG04541,7.000
SG04541,SG04542,8.000
SG04542,SG04543,9.000
SG04543,SG04544,10.000
SG04544,SG04545,11.000
SG04545,SG04546,4.000
SG04546,SG04547,5.000
SG04547,SG04548,6.000
SG04548,SG04549,7.000
SG04549,SG04550,8.000
SG04550,SG04551,9.000
SG04551,SG04552,10.000
SG04552,SG04553,11.000
SG04553,SG04554,4.000
SG04554,SG04555,5.000
SG04555,SG04556,6.000
SG04556,SG04557,7.000
SG04557,SG04558,8.000
SG04558,SG04559,9.000
SG04559,SG04560,10.000
SG04560,SG04561,11.000
SG04561,SG04562,4.000
SG04562,SG04563,5.000
SG04563,SG04564,6.000
SG04564,SG04565,7.000
SG04565,SG04566,8.000
SG04566,SG04567,9.000
SG04567,SG04568,10.000
SG04568,SG04569,11.000
SG04569,SG04570,4.000
SG04570,SG04571,5.000
SG04571,SG04572,6.000
SG04572,SG04573,7.000
SG04573,SG04574,8.000
SG04574,SG04575,9.000
SG04575,SG04576,10.000
SG04576,SG04577,11.000
SG04577,SG04578,4.000
SG04578,SG04579,5.000
SG04579,SG04580,6.000
SG04580,SG04581,7.000
SG04581,SG04582,8.000
SG04582,SG04583,9.000
SG04583,SG04584,10.000
SG04584,SG04585,11.000
SG04585,SG04586,4.000
SG04586,SG04587,5.000
SG04587,SG04588,6.000
SG04588,SG04589,7.000
SG04589,SG04590,8.000
SG04590,SG04591,9.000
SG04591,SG04592,10.000
SG04592,SG04593,11.000
SG04593,SG04594,4.000
SG04594,SG04595,5.000
SG04595,SG04596,6.000
SG04596,SG04597,7.000
SG04597,SG04598,8.000
SG04598,SG04599,9.000
SG04599,SG04600,10.000
SG04600,SG04601,11.000
SG04601,SG04602,4.000
SG04602,SG04603,5.000
SG04603,SG04604,6.000
SG04604,SG04605,7.000
SG04605,SG04606,8.000
SG04606,SG04607,9.000
SG04607,SG04608,10.000
SG04608,SG04609,11.000
SG04609,SG04610,4.000
SG04610,SG04611,5.000
SG04611,SG04612,6.000
SG04612,SG04613,7.000
SG04613,SG04614,8.000
SG04614,SG04615,9.000
SG04615,SG04616,10.000
SG04616,SG04617,11.000
SG04617,SG04618,4.000
SG04618,SG04619,5.000
SG04619,SG04620,6.000
SG04620,SG04621,7.000
SG04621,SG04622,8.000
SG04622,SG04623,9.000
SG04623,SG04624,10.000
SG04624,SG04625,11.000
SG04625,SG04626,4.000
SG04626,SG04627,5.000
SG04627,SG04628,6.000
SG04628,SG04629,7.000
SG04629,SG04630,8.000
SG04630,SG04631,9.000
SG04631,SG04632,10.000
SG04632,SG04633,11.000
SG04633,SG04634,4.000
SG04634,SG04635,5.000
SG04635,SG04636,6.000
SG04636,SG04637,7.000
SG04637,SG04638,8.000
SG04638,SG04639,9.000
SG04639,SG04640,10.000
SG04640,SG04641,11.000
SG04641,SG04642,4.000
SG04642,SG04643,5.000
SG04643,SG04644,6.000
SG04644,SG04645,7.000
SG04645,SG04646,8.000
SG04646,SG04647,9.000
SG04647,SG04648,10.000
SG04648,SG04649,11.000
SG04649,SG04650,4.000
SG04650,SG04651,5.000
SG04651,SG04652,6.000
SG04652,SG04653,7.000
SG04653,SG04654,8.000
SG04654,SG04655,9.000
SG04655,SG04656,10.000
SG04656,SG04657,11.000
SG04657,SG04658,4.000
SG04658,SG04659,5.000
SG04659,SG04660,6.000
SG04660,SG04661,7.000
SG04661,SG04662,8.000
SG04662,SG04663,9.000
SG04663,SG04664,10.000
SG04664,SG04665,11.000
SG04665,SG04666,4.000
SG04666,SG04667,5.000
SG04667,SG04668,6.000
SG04668,SG04669,7.000
SG04669,SG04670,8.000
SG04670,SG04671,9.000
SG04671,SG04672,10.000
SG04672,SG04673,11.000
SG04673,SG04674,4.000
SG04674,SG04675,5.000
SG04675,SG04676,6.000
SG04676,SG04677,7.000
SG04677,SG04678,8.000
SG04678,SG04679,9.000
SG04679,SG04680,10.000
SG04680,SG04681,11.000
SG04681,SG04682,4.000
SG04682,SG04683,5.000
SG04683,SG04684,6.000
SG04684,SG04685,7.000
SG04685,SG04686,8.000
SG04686,SG04687,9.000
SG04687,SG04688,10.000
SG04688,SG04689,11.000
SG04689,SG04690,4.000
SG04690,SG04691,5.000
SG04691,SG04692,6.000
SG04692,SG04693,7.000
SG04693,SG04694,8.000
SG04694,SG04695,9.000
SG04695,SG04696,10.000
SG04696,SG04697,11.000
SG04697,SG04698,4.000
SG04698,SG04699,5.000
SG04699,SG04700,6.000
SG04700,SG04701,7.000
SG04701,SG04702,8.000
SG04702,SG04703,9.000
SG04703,SG04704,10.000
SG04704,SG04705,11.000
SG04705,SG04706,4.000
SG04706,SG04707,5.000
SG04707,SG04708,6.000
SG04708,SG04709,7.000
SG04709,SG04710,8.000
SG04710,SG04711,9.000
SG04711,SG04712,10.000
SG04712,SG04713,11.000
SG04713,SG04714,4.000
SG04714,SG04715,5.000
SG04715,SG04716,6.000
SG04716,SG04717,7.000
SG04717,SG04718,8.000
SG04718,SG04719,9.000
SG04719,SG04720,10.000
SG04720,SG04721,11.000
SG04721,SG04722,4.000
SG04722,SG04723,5.000
SG04723,SG04724,6.000
SG04724,SG04725,7.000
SG04725,SG04726,8.000
SG04726,SG04727,9.000
SG04727,SG04728,10.000
SG04728,SG04729,11.000
SG04729,SG04730,4.000
SG04730,SG04731,5.000
SG04731,SG04732,6.000
SG04732,SG04733,7.000
SG04733,SG04734,8.000
SG04734,SG04735,9.000
SG04735,SG04736,10.000
SG04736,SG04737,11.000
SG04737,SG04738,4.000
SG04738,SG04739,5.000
SG04739,SG04740,6.000
SG04740,SG04741,7.000
SG04741,SG04742,8.000
SG04742,SG04743,9.000
SG04743,SG04744,10.000
SG04744,SG04745,11.000
SG04745,SG04746,4.000
SG04746,SG04747,5.000
SG04747,SG04748,6.000
SG04748,SG04749,7.000
SG04749,SG04750,8.000
SG04750,SG04751,9.000
SG04751,SG04752,10.000
SG04752,SG04753,11.000
SG04753,SG04754,4.000
SG04754,SG04755,5.000
SG04755,SG04756,6.000
SG04756,SG04757,7.000
SG04757,SG04758,8.000
SG04758,SG04759,9.000
SG04759,SG04760,10.000
SG04760,SG04761,11.000
SG04761,SG04762,4.000
SG04762,SG04763,5.000
SG04763,SG04764,6.000
SG04764,SG04765,7.000
SG04765,SG04766,8.000
SG04766,SG04767,9.000
SG04767,SG04768,10.000
SG04768,SG04769,11.000
SG04769,SG04770,4.000
SG04770,SG04771,5.000
SG04771,SG04772,6.000
SG04772,SG04773,7.000
SG04773,SG04774,8.000
SG04774,SG04775,9.000
SG04775,SG04776,10.000
SG04776,SG04777,11.000
SG04777,SG04778,4.000
SG04778,SG04779,5.000
SG04779,SG04780,6.000
SG04780,SG04781,7.000
SG04781,SG04782,8.000
SG04782,SG04783,9.000
SG04783,SG04784,10.000
SG04784,SG04785,11.000
SG04785,SG04786,4.000
SG04786,SG04787,5.000
SG04787,SG04788,6.000
SG04788,SG04789,7.000
SG04789,SG04790,8.000
SG04790,SG04791,9.000
SG04791,SG04792,10.000
SG04792,SG04793,11.000
SG04793,SG04794,4.000
SG04794,SG04795,5.000
SG04795,SG04796,6.000
SG04796,SG04797,7.000
SG04797,SG04798,8.000
SG04798,SG04799,9.000
SG04799,SG04800,10.000
SG04800,SG04801,11.000
SG04801,SG04802,4.000
SG04802,SG04803,5.000
SG04803,SG04804,6.000
SG04804,SG04805,7.000
SG04805,SG04806,8.000
SG04806,SG04807,9.000
SG04807,SG04808,10.000
SG04808,SG04809,11.000
SG04809,SG04810,4.000
SG04810,SG04811,5.000
SG04811,SG04812,6.000
SG04812,SG04813,7.000
SG04813,SG04814,8.000
SG04814,SG04815,9.000
SG04815,SG04816,10.000
SG04816,SG04817,11.000
SG04817,SG04818,4.000
SG04818,SG04819,5.000
SG04819,SG04820,6.000
SG04820,SG04821,7.000
SG04821,SG04822,8.000
SG04822,SG04823,9.000
SG04823,SG04824,10.000
SG04824,SG04825,11.000
SG04825,SG04826,4.000
SG04826,SG04827,5.000
SG04827,SG04828,6.000
SG04828,SG04829,7.000
SG04829,SG04830,8.000
SG04830,SG04831,9.000
SG04831,SG04832,10.000
SG04832,SG04833,11.000
SG04833,SG04834,4.000
SG04834,SG04835,5.000
SG04835,SG04836,6.000
SG04836,SG04837,7.000
SG04837,SG04838,8.000
SG04838,SG04839,9.000
SG04839,SG04840,10.000
SG04840,SG04841,11.000
SG04841,SG04842,4.000
SG04842,SG04843,5.000
SG04843,SG04844,6.000
SG04844,SG04845,7.000
SG04845,SG04846,8.000
SG04846,SG04847,9.000
SG04847,SG04848,10.000
SG04848,SG04849,11.000
SG04849,SG04850,4.000
SG04850,SG04851,5.000
SG04851,SG04852,6.000
SG04852,SG04853,7.000
SG04853,SG04854,8.000
SG04854,SG04855,9.000
SG04855,SG04856,10.000
SG04856,SG04857,11.000
SG04857,SG04858,4.000
SG04858,SG04859,5.000
SG04859,SG04860,6.000
SG04860,SG04861,7.000
SG04861,SG04862,8.000
SG04862,SG04863,9.000
SG04863,SG04864,10.000
SG04864,SG04865,11.000
SG04865,SG04866,4.000
SG04866,SG04867,5.000
SG04867,SG04868,6.000
SG04868,SG04869,7.000
SG04869,SG04870,8.000
SG04870,SG04871,9.000
SG04871,SG04872,10.000
SG04872,SG04873,11.000
SG04873,SG04874,4.000
SG04874,SG04875,5.000
SG04875,SG04876,6.000
SG04876,SG04877,7.000
SG04877,SG04878,8.000
SG04878,SG04879,9.000
SG04879,SG04880,10.000
SG04880,SG04881,11.000
SG04881,SG04882,4.000
SG04882,SG04883,5.000
SG04883,SG04884,6.000
SG04884,SG04885,7.000
SG04885,SG04886,8.000
SG04886,SG04887,9.000
SG04887,SG04888,10.000
SG04888,SG04889,11.000
SG04889,SG04890,4.000
SG04890,SG04891,5.000
SG04891,SG04892,6.000
SG04892,SG04893,7.000
SG04893,SG04894,8.000
SG04894,SG04895,9.000
SG04895,SG04896,10.000
SG04896,SG04897,11.000
SG04897,SG04898,4.000
SG04898,SG04899,5.000
SG04899,SG04900,6.000
SG04900,SG04901,7.000
SG04901,SG04902,8.000
SG04902,SG04903,9.000
SG04903,SG04904,10.000
SG04904,SG04905,11.000
SG04905,SG04906,4.000
SG04906,SG04907,5.000
SG04907,SG04908,6.000
SG04908,SG04909,7.000
SG04909,SG04910,8.000
SG04910,SG04911,9.000
SG04911,SG04912,10.000
SG04912,SG04913,11.000
SG04913,SG04914,4.000
SG04914,SG04915,5.000
SG04915,SG04916,6.000
SG04916,SG04917,7.000
SG04917,SG04918,8.000
SG04918,SG04919,9.000
SG04919,SG04920,10.000
SG04920,SG04921,11.000
SG04921,SG04922,4.000
SG04922,SG04923,5.000
SG04923,SG04924,6.000
SG04924,SG04925,7.000
SG04925,SG04926,8.000
SG04926,SG04927,9.000
SG04927,SG04928,10.000
SG04928,SG04929,11.000
SG04929,SG04930,4.000
SG04930,SG04931,5.000
SG04931,SG04932,6.000
SG04932,SG04933,7.000
SG04933,SG04934,8.000
SG04934,SG04935,9.000
SG04935,SG04936,10.000
SG04936,SG04937,11.000
SG04937,SG04938,4.000
SG04938,SG04939,5.000
SG04939,SG04940,6.000
SG04940,SG04941,7.000
SG04941,SG04942,8.000
SG04942,SG04943,9.000
SG04943,SG04944,10.000
SG04944,SG04945,11.000
SG04945,SG04946,4.000
SG04946,SG04947,5.000
SG04947,SG04948,6.000
SG04948,SG04949,7.000
SG04949,SG04950,8.000
SG04950,SG04951,9.000
SG04951,SG04952,10.000
SG04952,SG04953,11.000
SG04953,SG04954,4.000
SG04954,SG04955,5.000
SG04955,SG04956,6.000
SG04956,SG04957,7.000
SG04957,SG04958,8.000
SG04958,SG04959,9.000
SG04959,SG04960,10.000
SG04960,SG04961,11.000
SG04961,SG04962,4.000
SG04962,SG04963,5.000
SG04963,SG04964,6.000
SG04964,SG04965,7.000
SG04965,SG04966,8.000
SG04966,SG04967,9.000
SG04967,SG04968,10.000
SG04968,SG04969,11.000
SG04969,SG04970,4.000
SG04970,SG04971,5.000
SG04971,SG04972,6.000
SG04972,SG04973,7.000
SG04973,SG04974,8.000
SG04974,SG04975,9.000
SG04975,SG04976,10.000
SG04976,SG04977,11.000
SG04977,SG04978,4.000
SG04978,SG04979,5.000
SG04979,SG04980,6.000
SG04980,SG04981,7.000
SG04981,SG04982,8.000
SG04982,SG04983,9.000
SG04983,SG04984,10.000
SG04984,SG04985,11.000
SG04985,SG04986,4.000
SG04986,SG04987,5.000
SG04987,SG04988,6.000
SG04988,SG04989,7.000
SG04989,SG04990,8.000
SG04990,SG04991,9.000
SG04991,SG04992,10.000
SG04992,SG04993,11.000
SG04993,SG04994,4.000
SG04994,SG04995,5.000
SG04995,SG04996,6.000
SG04996,SG04997,7.000
SG04997,SG04998,8.000
SG04998,SG04999,9.000
SG04999,SG05000,10.000
SG05000,SG05001,11.000
SG05001,SG05002,4.000
SG05002,SG05003,5.000
SG05003,SG05004,6.000
SG05004,SG05005,7.000
SG05005,SG05006,8.000
SG05006,SG05007,9.000
SG05007,SG05008,10.000
SG05008,SG05009,11.000
SG05009,SG05010,4.000
SG05010,SG05011,5.000
SG05011,SG05012,6.000
SG05012,SG05013,7.000
SG05013,SG05014,8.000
SG05014,SG05015,9.000
SG05015,SG05016,10.000
SG05016,SG05017,11.000
SG05017,SG05018,4.000
SG05018,SG05019,5.000
SG05019,SG05020,6.000
SG05020,SG05021,7.000
SG05021,SG05022,8.000
SG05022,SG05023,9.000
SG05023,SG05024,10.000
SG05024,SG05025,11.000
SG05025,SG05026,4.000
SG05026,SG05027,5.000
SG05027,SG05028,6.000
SG05028,SG05029,7.000
SG05029,SG05030,8.000
SG05030,SG05031,9.000
SG05031,SG05032,10.000
SG05032,SG05033,11.000
SG05033,SG05034,4.000
SG05034,SG05035,5.000
SG05035,SG05036,6.000
SG05036,SG05037,7.000
SG05037,SG05038,8.000
SG05038,SG05039,9.000
SG05039,SG05040,10.000
SG05040,SG05041,11.000
SG05041,SG05042,4.000
SG05042,SG05043,5.000
SG05043,SG05044,6.000
SG05044,SG05045,7.000
SG05045,SG05046,8.000
SG05046,SG05047,9.000
SG05047,SG05048,10.000
SG05048,SG05049,11.000
SG05049,SG05050,4.000
SG05050,SG05051,5.000
SG05051,SG05052,6.000
SG05052,SG05053,7.000
SG05053,SG05054,8.000
SG05054,SG05055,9.000
SG05055,SG05056,10.000
SG05056,SG05057,11.000
SG05057,SG05058,4.000
SG05058,SG05059,5.000
SG05059,SG05060,6.000
SG05060,SG05061,7.000
SG05061,SG05062,8.000
SG05062,SG05063,9.000
SG05063,SG05064,10.000
SG05064,SG05065,11.000
