source,target,distance
P1166,P1167,9.000
P1167,P1168,10.000
P1168,P1169,11.000
P1169,P1170,4.000
P1170,P1171,5.000
P1171,P1172,6.000
P1172,P1173,7.000
P1173,P1174,8.000
P1174,P1175,9.000
P1175,P1176,10.000
P1176,P1177,11.000
P1177,P1178,4.000
P1178,P1179,5.000
P1179,P1180,6.000
P1180,P1181,7.000
P1181,P1182,8.000
P1182,P1183,9.000
P1183,P1184,10.000
P1184,P1185,11.000
P1185,P1186,4.000
P1186,P1187,5.000
P1187,P1188,6.000
P1188,P1189,7.000
P1189,P1190,8.000
P1190,P1191,9.000
P1191,P1192,10.000
P1192,P1193,11.000
P1193,P1194,4.000
P1194,P1195,5.000
P1195,P1196,6.000
P1196,P1197,7.000
P1197,P1198,8.000
P1198,P1199,9.000
P1199,P1200,10.000
P1200,P1201,11.000
P1201,P1202,4.000
P1202,P1203,5.000
P1203,P1204,6.000
P1204,P1205,7.000
P1205,P1206,8.000
P1206,P1207,9.000
P1207,P1208,10.000
P1208,P1209,11.000
P1209,P1210,4.000
P1210,P1211,5.000
P1211,P1212,6.000
P1212,P1213,7.000
P1213,P1214,8.000
P1214,P1215,9.000
P1215,P1216,10.000
P1216,P1217,11.000
P1217,P1218,4.000
P1218,P1219,5.000
P1219,P1220,6.000
P1220,P1221,7.000
P1221,P1222,8.000
P1222,P1223,9.000
P1223,P1224,10.000
P1224,P1225,11.000
P1225,P1226,4.000
P1226,P1227,5.000
P1227,P1228,6.000
P1228,P1229,7.000
P1229,P1230,8.000
P1230,P1231,9.000
P1231,P1232,10.000
P1232,P1233,11.000
P1233,P1234,4.000
P1234,P1235,5.000
P1235,P1236,6.000
P1236,P1237,7.000
P1237,P1238,8.000
P1238,P1239,9.000
P1239,P1240,10.000
P1240,P1241,11.000
P1241,P1242,4.000
P1242,P1243,5.000
P1243,P1244,6.000
P1244,P1245,7.000
P1245,P1246,8.000
P1246,P1247,9.000
P1247,P1248,10.000
P1248,P1249,11.000
P1249,P1250,4.000
P1250,P1251,5.000
P1251,P1252,6.000
P1252,P1253,7.000
P1253,P1254,8.000
P1254,P1255,9.000
P1255,P1256,10.000
P1256,P1257,11.000
P1257,P1258,4.000
P1258,P1259,5.000
P1259,P1260,6.000
P1260,P1261,7.000
P1261,P1262,8.000
P1262,P1263,9.000
P1263,P1264,10.000
P1264,P1265,11.000
P1265,P1266,4.000
P1266,P1267,5.000
P1267,P1268,6.000
P1268,P1269,7.000
P1269,P1270,8.000
P1270,P1271,9.000
P1271,P1272,10.000
P1272,P1273,11.000
P1273,P1274,4.000
P1274,P1275,5.000
P1275,P1276,6.000
P1276,P1277,7.000
P1277,P1278,8.000
P1278,P1279,9.000
P1279,P1280,10.000
P1280,P1281,11.000
P1281,P1282,4.000
P1282,P1283,5.000
P1283,P1284,6.000
P1284,P1285,7.000
P1285,P1286,8.000
P1286,P1287,9.000
P1287,P1288,10.000
P1288,P1289,11.000
P1289,P1290,4.000
P1290,P1291,5.000
P1291,P1292,6.000
P1292,P1293,7.000
P1293,P1294,8.000
P1294,P1295,9.000
P1295,P1296,10.000
P1296,P1297,11.000
P1297,P1298,4.000
P1298,P1299,5.000
P1299,P1300,6.000
P1300,P1301,7.000
P1301,P1302,8.000
P1302,P1303,9.000
P1303,P1304,10.000
P1304,P1305,11.000
P1305,P1306,4.000
P1306,P1307,5.000
P1307,P1308,6.000
P1308,P1309,7.000
P1309,P1310,8.000
P1310,P1311,9.000
P1311,P1312,10.000
P1312,P1313,11.000
P1313,P1314,4.000
P1314,P1315,5.000
P1315,P1316,6.000
P1316,P1317,7.000
P1317,P1318,8.000
P1318,P1319,9.000
P1319,P1320,10.000
P1320,P1321,11.000
P1321,P1322,4.000
P1322,P1323,5.000
P1323,P1324,6.000
P1324,P1325,7.000
P1325,P1326,8.000
P1326,P1327,9.000
P1327,P1328,10.000
P1328,P1329,11.000
P1329,P1330,4.000
P1330,P1331,5.000
P1331,P1332,6.000
P1332,P1333,7.000
P1333,P1334,8.000
P1334,P1335,9.000
P1335,P1336,10.000
P1336,P1337,11.000
P1337,P1338,4.000
P1338,P1339,5.000
P1339,P1340,6.000
P1340,P1341,7.000
P1341,P1342,8.000
P1342,P1343,9.000
P1343,P1344,10.000
P1344,P1345,11.000
P1345,P1346,4.000
P1346,P1347,5.000
P1347,P1348,6.000
P1348,P1349,7.000
P1349,P1350,8.000
P1350,P1351,9.000
P1351,P1352,10.000
P1352,P1353,11.000
P1353,P1354,4.000
P1354,P1355,5.000
P1355,P1356,6.000
P1356,P1357,7.000
P1357,P1358,8.000
P1358,P1359,9.000
P1359,P1360,10.000
P1360,P1361,11.000
P1361,P1362,4.000
P1362,P1363,5.000
P1363,P1364,6.000
P1364,P1365,7.000
P1365,P1366,8.000
P1366,P1367,9.000
P1367,P1368,10.000
P1368,P1369,11.000
P1369,P1370,4.000
P1370,P1371,5.000
P1371,P1372,6.000
P1372,P1373,7.000
P1373,P1374,8.000
P1374,P1375,9.000
P1375,P1376,10.000
P1376,P1377,11.000
P1377,P1378,4.000
P1378,P1379,5.000
P1379,P1380,6.000
P1380,P1381,7.000
P1381,P1382,8.000
P1382,P1383,9.000
P1383,P1384,10.000
P1384,P1385,11.000
P1385,P1386,4.000
P1386,P1387,5.000
P1387,P1388,6.000
P1388,P1389,7.000
P1389,P1390,8.000
P1390,P1391,9.000
P1391,P1392,10.000
P1392,P1393,11.000
P1393,P1394,4.000
P1394,P1395,5.000
P1395,P1396,6.000
P1396,P1397,7.000
P1397,P1398,8.000
P1398,P1399,9.000
P1399,P1400,10.000
P1400,P1401,11.000
P1401,P1402,4.000
P1402,P1403,5.000
P1403,P1404,6.000
P1404,P1405,7.000
P1405,P1406,8.000
P1406,P1407,9.000
P1407,P1408,10.000
P1408,P1409,11.000
P1409,P1410,4.000
P1410,P1411,5.000
P1411,P1412,6.000
P1412,P1413,7.000
P1413,P1414,8.000
P1414,P1415,9.000
P1415,P1416,10.000
P1416,P1417,11.000
P1417,P1418,4.000
P1418,P1419,5.000
P1419,P1420,6.000
P1420,P1421,7.000
P1421,P1422,8.000
P1422,P1423,9.000
P1423,P1424,10.000
P1424,P1425,11.000
P1425,P1426,4.000
P1426,P1427,5.000
P1427,P1428,6.000
P1428,P1429,7.000
P1429,P1430,8.000
P1430,P1431,9.000
P1431,P1432,10.000
P1432,P1433,11.000
P1433,P1434,4.000
P1434,P1435,5.000
P1435,P1436,6.000
P1436,P1437,7.000
P1437,P1438,8.000
P1438,P1439,9.000
P1439,P1440,10.000
P1440,P1441,11.000
P1441,P1442,4.000
P1442,P1443,5.000
P1443,P1444,6.000
P1444,P1445,7.000
P1445,P1446,8.000
P1446,P1447,9.000
P1447,P1448,10.000
P1448,P1449,11.000
P1449,P1450,4.000
P1450,P1451,5.000
P1451,P1452,6.000
P1452,P1453,7.000
P1453,P1454,8.000
P1454,P1455,9.000
P1455,P1456,10.000
P1456,P1457,11.000
P1457,P1458,4.000
P1458,P1459,5.000
P1459,P1460,6.000
P1460,P1461,7.000
P1461,P1462,8.000
P1462,P1463,9.000
P1463,P1464,10.000
P1464,P1465,11.000
P1465,P1466,4.000
P1466,P1467,5.000
P1467,P1468,6.000
P1468,P1469,7.000
P1469,P1470,8.000
P1470,P1471,9.000
P1471,P1472,10.000
P1472,P1473,11.000
P1473,P1474,4.000
P1474,P1475,5.000
P1475,P1476,6.000
P1476,P1477,7.000
P1477,P1478,8.000
P1478,P1479,9.000
P1479,P1480,10.000
P1480,P1481,11.000
P1481,P1482,4.000
P1482,P1483,5.000
P1483,P1484,6.000
P1484,P1485,7.000
P1485,P1486,8.000
P1486,P1487,9.000
P1487,P1488,10.000
P1488,P1489,11.000
P1489,P1490,4.000
P1490,P1491,5.000
P1491,P1492,6.000
P1492,P1493,7.000
P1493,P1494,8.000
P1494,P1495,9.000
P1495,P1496,10.000
P1496,P1497,11.000
P1497,P1498,4.000
P1498,P1499,5.000
P1499,P1500,6.000
P1500,P1501,7.000
P1501,P1502,8.000
P1502,P1503,9.000
P1503,P1504,10.000
P1504,P1505,11.000
P1505,P1506,4.000
P1506,P1507,5.000
P1507,P1508,6.000
P1508,P1509,7.000
P1509,P1510,8.000
P1510,P1511,9.000
P1511,P1512,10.000
P1512,P1513,11.000
P1513,P1514,4.000
P1514,P1515,5.000
P1515,P1516,6.000
P1516,P1517,7.000
P1517,P1518,8.000
P1518,P1519,9.000
P1519,P1520,10.000
P1520,P1521,11.000
P1521,P1522,4.000
P1522,P1523,5.000
P1523,P1524,6.000
P1524,P1525,7.000
P1525,P1526,8.000
P1526,P1527,9.000
P1527,P1528,10.000
P1528,P1529,11.000
P1529,P1530,4.000
P1530,P1531,5.000
P1531,P1532,6.000
P1532,P1533,7.000
P1533,P1534,8.000
P1534,P1535,9.000
P1535,P1536,10.000
P1536,P1537,11.000
P1537,P1538,4.000
P1538,P1539,5.000
P1539,P1540,6.000
P1540,P1541,7.000
P1541,P1542,8.000
P1542,P1543,9.000
P1543,P1544,10.000
P1544,P1545,11.000
P1545,P1546,4.000
P1546,P1547,5.000
P1547,P1548,6.000
P1548,P1549,7.000
P1549,P1550,8.000
P1550,P1551,9.000
P1551,P1552,10.000
P1552,P1553,11.000
P1553,P1554,4.000
P1554,P1555,5.000
P1555,P1556,6.000
P1556,P1557,7.000
P1557,P1558,8.000
P1558,P1559,9.000
P1559,P1560,10.000
P1560,P1561,11.000
P1561,P1562,4.000
P1562,P1563,5.000
P1563,P1564,6.000
P1564,P1565,7.000
P1565,P1566,8.000
P1566,P1567,9.000
P1567,P1568,10.000
P1568,P1569,11.000
P1569,P1570,4.000
P1570,P1571,5.000
P1571,P1572,6.000
P1572,P1573,7.000
P1573,P1574,8.000
P1574,P1575,9.000
P1575,P1576,10.000
P1576,P1577,11.000
P1577,P1578,4.000
P1578,P1579,5.000
P1579,P1580,6.000
P1580,P1581,7.000
P1581,P1582,8.000
P1582,P1583,9.000
P1583,P1584,10.000
P1584,P1585,11.000
P1585,P1586,4.000
P1586,P1587,5.000
P1587,P1588,6.000
P1588,P1589,7.000
P1589,P1590,8.000
P1590,P1591,9.000
P1591,P1592,10.000
P1592,P1593,11.000
P1593,P1594,4.000
P1594,P1595,5.000
P1595,P1596,6.000
P1596,P1597,7.000
P1597,P1598,8.000
P1598,P1599,9.000
P1599,P1600,10.000
P0001,P1600,11.000
P1131,P1171,6.000
P0056,P0068,11.000
P1508,P1596,10.000
P0247,P0300,8.000
P1359,P1398,10.000
P0794,P0840,12.000
P1058,P1133,10.000
P1114,P1197,10.000
P1253,P1284,12.000
P0140,P0223,11.000
P0343,P0419,6.000
P0025,P0032,6.000
P0119,P0146,6.000
P0228,P0237,7.000
P0748,P0809,9.000
P0050,P1593,8.000
P0686,P0735,7.000
P1379,P1382,8.000
P1556,P1559,12.000
P1338,P1352,6.000
P0674,P0755,12.000
P1192,P1272,10.000
P1269,P1294,11.000
P1039,P1120,9.000
P0139,P0232,8.000
P1401,P1486,6.000
P0710,P0770,8.000
P0011,P1595,6.000
P0693,P0699,7.000
P0083,P0092,10.000
P0967,P1019,11.000
P0768,P0862,9.000
P0255,P0327,9.000
P0048,P1583,12.000
P0875,P0912,12.000
P1185,P1232,9.000
P0224,P0255,9.000
P0135,P0210,12.000
P0694,P0704,6.000
P0772,P0856,12.000
P0729,P0805,11.000
P0752,P0787,8.000
P1460,P1485,11.000
P0597,P0691,12.000
P0056,P0070,6.000
P0565,P0583,10.000
P1099,P1121,6.000
P1493,P1517,10.000
P0307,P0397,10.000
P1380,P1382,11.000
P1550,P1585,9.000
P1243,P1315,8.000
P0975,P0983,9.000
P1426,P1453,11.000
P0009,P0070,8.000
P1294,P1309,9.000
P0905,P0939,12.000
P1083,P1150,12.000
P0135,P0224,11.000
P0381,P0462,8.000
P0725,P0735,7.000
P0146,P0218,10.000
P1115,P1117,12.000
P0832,P0882,7.000
P1412,P1432,6.000
P1415,P1508,9.000
P1252,P1348,7.000
P0935,P0945,12.000
P1469,P1484,11.000
P0580,P0620,8.000
P0357,P0401,10.000
P1531,P1598,8.000
P0401,P0472,10.000
P0369,P0452,10.000
P0014,P0107,10.000
P1019,P1111,9.000
P0544,P0550,12.000
P0955,P0992,12.000
P1204,P1254,12.000
P1348,P1358,7.000
P1341,P1388,10.000
P0568,P0623,12.000
P0745,P0833,7.000
P1557,P1597,6.000
P1326,P1405,6.000
P0717,P0774,7.000
P1244,P1279,12.000
P0654,P0748,7.000
P1102,P1105,9.000
P1168,P1221,7.000
P0016,P0091,9.000
P0005,P0007,7.000
P0983,P0992,6.000
P0680,P0688,10.000
P1264,P1310,9.000
P0598,P0609,6.000
P0168,P0251,7.000
P0651,P0673,11.000
P0178,P0207,6.000
P0573,P0663,8.000
P1540,P1546,10.000
P1268,P1336,6.000
P0039,P0071,12.000
P0381,P0447,7.000
P0944,P1012,9.000
P0921,P0956,7.000
P0598,P0675,10.000
P0949,P1046,10.000
P1037,P1101,6.000
P0467,P0511,10.000
P0411,P0486,6.000
P1432,P1450,6.000
P0568,P0576,9.000
P1507,P1587,11.000
P0192,P0267,11.000
P0318,P0414,8.000
P0079,P1585,9.000
P1068,P1102,8.000
P1077,P1113,11.000
P0873,P0908,7.000
P0616,P0630,11.000
P1451,P1456,12.000
P0059,P0094,7.000
P1485,P1561,9.000
P0729,P0739,12.000
P0018,P0102,12.000
P1273,P1306,11.000
P1498,P1518,9.000
P0117,P0209,12.000
P0913,P1007,8.000
P1416,P1457,9.000
P0698,P0764,8.000
P1308,P1328,11.000
P1463,P1557,11.000
P0756,P0809,6.000
P1438,P1448,6.000
P0657,P0749,7.000
P0863,P0923,7.000
P0433,P0502,9.000
P0367,P0446,10.000
P1410,P1506,8.000
P0696,P0761,10.000
P1493,P1502,10.000
P0339,P0427,6.000
P1194,P1272,10.000
P0880,P0896,6.000
P0767,P0829,7.000
P1488,P1539,10.000
P1235,P1275,11.000
P1405,P1418,12.000
P1439,P1523,6.000
P1229,P1253,7.000
P0159,P0210,9.000
P1447,P1504,8.000
P0595,P0684,10.000
P1366,P1449,7.000
P1255,P1320,9.000
P0619,P0656,12.000
P1227,P1310,7.000
P0092,P0157,7.000
P0077,P0167,6.000
P1150,P1243,6.000
P0553,P0563,7.000
P1435,P1452,6.000
P1268,P1333,6.000
P0554,P0610,12.000
P1350,P1375,8.000
P1543,P1551,10.000
P0265,P0305,6.000
P1574,P1589,8.000
P0561,P0637,7.000
P1178,P1243,10.000
P0366,P0423,8.000
P0963,P1043,8.000
P1046,P1082,7.000
P1392,P1401,6.000
P0048,P0144,12.000
P0699,P0720,9.000
P0040,P1569,7.000
P0555,P0567,8.000
P0986,P1077,7.000
P0779,P0832,6.000
P0482,P0524,9.000
P0124,P0171,10.000
P1268,P1340,9.000
P0398,P0430,9.000
P0983,P1061,8.000
P1316,P1377,10.000
P1073,P1152,9.000
P1064,P1104,7.000
P1436,P1448,6.000
P0866,P0938,6.000
P0490,P0536,6.000
P0835,P0857,10.000
P1002,P1062,8.000
P0834,P0870,11.000
P1542,P1590,6.000
P1255,P1339,7.000
P0087,P0176,6.000
P1460,P1523,9.000
P1315,P1386,6.000
P0958,P0981,8.000
P1053,P1065,11.000
P0815,P0864,11.000
P0233,P0274,8.000
P1513,P1535,9.000
P0694,P0729,10.000
P1437,P1523,8.000
P0387,P0401,10.000
P0299,P0388,12.000
P0015,P1526,12.000
P0530,P0540,6.000
P1170,P1204,11.000
P1567,P1588,10.000
P0585,P0677,12.000
P1486,P1562,10.000
P1503,P1507,6.000
P0472,P0491,7.000
P1203,P1245,7.000
P0129,P0138,10.000
P0726,P0819,10.000
P0861,P0888,11.000
P0835,P0838,9.000
P0226,P0234,12.000
P0224,P0266,12.000
P1566,P1573,11.000
P1203,P1285,10.000
P1269,P1306,7.000
P0276,P0343,9.000
P0005,P0028,11.000
P1057,P1093,7.000
P1081,P1153,10.000
P1382,P1408,10.000
P1445,P1536,6.000
P1004,P1094,7.000
P0233,P0320,11.000
P0561,P0648,11.000
P0316,P0381,6.000
P0684,P0746,9.000
P0447,P0535,11.000
P0690,P0783,12.000
P1142,P1185,11.000
P0986,P1043,12.000
P0751,P0834,9.000
P0146,P0180,10.000
P1469,P1544,7.000
P0351,P0412,9.000
P0369,P0444,10.000
P0852,P0887,7.000
P0361,P0443,10.000
P0263,P0290,11.000
P0123,P0209,6.000
P1175,P1178,9.000
P0443,P0520,9.000
P0184,P0214,9.000
P0909,P0976,10.000
P1372,P1457,8.000
P0667,P0672,6.000
P1017,P1040,6.000
P1441,P1484,9.000
P0040,P0060,9.000
P1367,P1373,11.000
P1378,P1447,9.000
P1020,P1037,11.000
P0465,P0472,9.000
P0389,P0397,7.000
P0131,P0179,8.000
P0713,P0722,9.000
P1330,P1418,10.000
P1067,P1117,7.000
P1488,P1547,10.000
P1518,P1530,11.000
P1062,P1099,10.000
P0413,P0437,12.000
P0126,P0197,8.000
P0080,P0175,12.000
P0697,P0758,10.000
P1513,P1598,6.000
P1011,P1014,9.000
P0550,P0643,11.000
P0125,P0160,7.000
P0081,P0154,10.000
P0995,P1085,12.000
P0741,P0774,7.000
P0613,P0647,8.000
P1168,P1200,6.000
P0467,P0520,10.000
P0773,P0869,7.000
P1252,P1261,10.000
P0786,P0882,7.000
P0133,P0212,9.000
P1175,P1268,6.000
P1430,P1520,10.000
P0430,P0504,8.000
P0790,P0830,9.000
P1019,P1080,12.000
P0988,P1074,7.000
P1270,P1292,9.000
P0380,P0397,7.000
P0662,P0752,8.000
P1340,P1415,8.000
P0386,P0444,8.000
P0604,P0652,7.000
P1271,P1356,9.000
P0035,P0085,6.000
P0623,P0625,11.000
P0547,P0636,6.000
P0105,P0123,6.000
P0431,P0509,9.000
P1250,P1269,7.000
P0017,P0019,12.000
P0132,P0205,12.000
P0960,P1000,11.000
P0975,P0989,7.000
P0454,P0457,7.000
P0152,P0186,6.000
P0852,P0923,9.000
P0517,P0587,8.000
P1296,P1309,8.000
P0802,P0880,10.000
P0406,P0456,10.000
P0296,P0393,10.000
P1265,P1283,12.000
P1419,P1464,8.000
P1468,P1539,12.000
P0409,P0483,8.000
P0059,P0085,10.000
P0012,P1542,8.000
P1400,P1421,9.000
P0893,P0964,7.000
P1121,P1160,12.000
P0410,P0498,9.000
P1419,P1447,11.000
P0618,P0647,6.000
P0554,P0589,7.000
P1053,P1145,8.000
P0963,P1030,7.000
P0007,P0080,12.000
P0474,P0504,6.000
P0338,P0368,8.000
P1383,P1428,10.000
P0355,P0393,8.000
P0647,P0724,8.000
P1144,P1185,9.000
P1018,P1073,9.000
P0909,P1002,12.000
P1124,P1153,10.000
P0050,P0098,8.000
P0934,P0979,7.000
P0099,P0133,10.000
P0905,P0932,12.000
P0305,P0337,8.000
P1003,P1085,6.000
P1295,P1337,6.000
P0550,P0602,7.000
P1050,P1110,11.000
P0039,P1598,10.000
P1442,P1491,10.000
P0977,P1014,10.000
P0580,P0669,10.000
P0975,P0992,7.000
P0587,P0657,7.000
P0746,P0814,8.000
P0613,P0632,9.000
P1218,P1284,10.000
P0233,P0281,12.000
P0886,P0894,9.000
P0536,P0582,11.000
P0826,P0868,12.000
P0527,P0595,11.000
P1157,P1216,8.000
P1416,P1450,9.000
P0410,P0426,6.000
P0231,P0250,11.000
P0807,P0893,8.000
P1537,P1553,6.000
P0385,P0442,12.000
P0675,P0771,11.000
P1310,P1364,12.000
P0854,P0951,9.000
P0321,P0343,9.000
P0847,P0858,8.000
P0953,P0956,8.000
P0117,P0131,8.000
P0434,P0527,6.000
P0006,P0095,10.000
P0350,P0412,9.000
P0066,P0088,7.000
P1293,P1367,10.000
P0593,P0636,12.000
P1560,P1581,12.000
P0048,P0107,9.000
P1413,P1477,11.000
P1405,P1412,12.000
P1476,P1541,10.000
P0652,P0705,6.000
P0816,P0878,12.000
P0227,P0283,8.000
P1372,P1408,10.000
P0916,P1010,8.000
P1430,P1475,7.000
P1467,P1502,6.000
P0472,P0484,11.000
P0301,P0343,10.000
P0396,P0431,11.000
P0804,P0832,12.000
P1024,P1041,6.000
P1591,P1594,9.000
P0066,P1574,6.000
P0791,P0861,9.000
P0011,P1545,10.000
P0106,P0176,7.000
P0505,P0524,8.000
P1417,P1456,12.000
P0126,P0153,6.000
P0997,P1019,12.000
P0918,P1008,10.000
P1178,P1212,6.000
P1255,P1334,10.000
P1192,P1217,11.000
P1247,P1293,12.000
P1450,P1455,9.000
P0849,P0899,9.000
P0988,P0994,12.000
P0436,P0459,6.000
P0929,P0970,11.000
P1355,P1449,12.000
P0234,P0274,6.000
P0715,P0745,7.000
P0919,P0964,6.000
P0410,P0486,6.000
P0116,P0155,11.000
P1405,P1476,8.000
P1040,P1089,10.000
P0921,P0991,9.000
P1481,P1561,11.000
P0649,P0700,9.000
P0525,P0567,6.000
P1252,P1331,8.000
P0707,P0803,10.000
P1519,P1599,7.000
P1499,P1543,10.000
P1386,P1447,12.000
P0476,P0490,8.000
P0199,P0295,10.000
P1393,P1408,8.000
P0534,P0604,12.000
P0428,P0521,10.000
P1498,P1505,8.000
P0485,P0570,8.000
P0478,P0574,10.000
P0279,P0355,6.000
P0182,P0204,6.000
P1328,P1406,12.000
P0511,P0550,6.000
P0363,P0403,9.000
P1395,P1411,11.000
P1262,P1280,7.000
P0653,P0689,6.000
P0990,P1070,7.000
P0240,P0268,6.000
P0356,P0413,12.000
P1422,P1488,12.000
P0782,P0787,9.000
P1006,P1042,10.000
P1179,P1196,8.000
P0027,P0113,8.000
P0968,P1060,12.000
P0103,P0107,6.000
P0870,P0903,7.000
P0614,P0702,6.000
P1184,P1194,6.000
P1165,P1185,12.000
P1014,P1058,9.000
P0156,P0195,8.000
P0144,P0210,6.000
P1282,P1358,8.000
P1311,P1398,12.000
P0621,P0632,12.000
P1241,P1321,6.000
P0523,P0612,7.000
P1456,P1522,10.000
P0701,P0706,12.000
P1244,P1304,6.000
P0866,P0888,10.000
P0036,P0066,10.000
P0665,P0736,7.000
P0462,P0504,6.000
P1034,P1086,9.000
P0263,P0328,8.000
P0075,P0126,6.000
P0745,P0804,12.000
P0706,P0791,6.000
P0055,P0081,6.000
P0685,P0747,8.000
P0514,P0583,9.000
P1147,P1213,7.000
P0004,P1542,9.000
P0700,P0735,12.000
P0515,P0540,11.000
P1441,P1519,6.000
P0281,P0337,12.000
P0565,P0615,7.000
P0755,P0787,8.000
P1081,P1159,12.000
P1236,P1261,7.000
P0867,P0894,11.000
P1504,P1582,8.000
P0917,P0943,8.000
P0218,P0236,7.000
P0509,P0589,6.000
P0840,P0929,12.000
P1217,P1236,10.000
P1053,P1143,10.000
P0558,P0600,9.000
P0803,P0829,6.000
P0827,P0906,10.000
P0035,P1541,8.000
P0310,P0401,6.000
P1038,P1108,11.000
P0199,P0241,6.000
P0105,P0183,11.000
P1371,P1452,11.000
P0807,P0884,7.000
P0265,P0344,9.000
P0182,P0236,6.000
P0723,P0749,7.000
P0234,P0265,11.000
P0730,P0788,10.000
P1042,P1100,6.000
P0538,P0610,8.000
P0070,P0117,10.000
P0165,P0221,12.000
P0915,P0985,12.000
P0538,P0581,10.000
P1242,P1319,9.000
P0665,P0745,6.000
P0284,P0308,11.000
P1450,P1468,11.000
P1068,P1100,12.000
P1055,P1062,10.000
P0040,P0111,9.000
P0552,P0614,6.000
P1013,P1036,6.000
P1415,P1475,6.000
P0756,P0797,9.000
P0675,P0717,7.000
P1256,P1321,11.000
P0501,P0514,10.000
P0167,P0214,8.000
P0036,P0121,8.000
P0946,P0986,11.000
P0037,P0092,6.000
P0724,P0796,9.000
P1084,P1157,10.000
P1028,P1105,12.000
P1453,P1489,7.000
P1101,P1141,8.000
P0116,P0156,12.000
P0496,P0583,12.000
P0236,P0309,9.000
P0327,P0418,11.000
P1471,P1562,8.000
P1376,P1469,9.000
P1092,P1137,7.000
P0425,P0450,7.000
P1236,P1258,12.000
P1283,P1332,12.000
P0658,P0717,6.000
P0215,P0282,7.000
P1074,P1091,9.000
P0852,P0918,8.000
P0179,P0194,12.000
P0586,P0644,8.000
P1133,P1181,9.000
P0903,P0987,11.000
P0490,P0532,8.000
P0279,P0314,10.000
P1401,P1471,12.000
P1423,P1454,9.000
P0901,P0969,7.000
P0080,P0106,11.000
P1311,P1336,11.000
P0436,P0492,11.000
P1553,P1594,12.000
P0088,P0143,10.000
P0544,P0631,8.000
P0834,P0836,9.000
P1215,P1218,9.000
P0733,P0783,7.000
P1212,P1305,10.000
P0056,P0099,6.000
P0504,P0529,8.000
P1023,P1068,7.000
P0809,P0898,9.000
P0266,P0355,6.000
P0099,P0126,9.000
P0689,P0786,10.000
P0885,P0911,11.000
P0339,P0351,9.000
P1528,P1553,8.000
P0511,P0602,9.000
P0834,P0925,10.000
P0095,P0169,11.000
P0897,P0901,11.000
P0292,P0350,6.000
P0962,P1032,6.000
P1277,P1289,11.000
P1540,P1552,12.000
P0760,P0815,11.000
P1011,P1019,12.000
P1351,P1414,8.000
P1565,P1576,8.000
P0072,P0078,6.000
P1525,P1592,6.000
P0581,P0584,6.000
P0675,P0698,10.000
P0030,P1592,8.000
P1408,P1461,6.000
P0079,P0110,10.000
P0621,P0698,10.000
P0427,P0464,10.000
P1483,P1502,8.000
P0893,P0900,12.000
P1292,P1338,12.000
P1380,P1428,12.000
P0192,P0270,10.000
P0199,P0249,7.000
P1187,P1267,9.000
P1412,P1425,11.000
P0041,P0125,12.000
P0297,P0302,6.000
P0266,P0328,7.000
P1279,P1321,8.000
P0548,P0629,6.000
P0061,P0147,9.000
P0341,P0412,9.000
P1017,P1059,11.000
P0273,P0276,10.000
P1328,P1377,7.000
P0188,P0230,10.000
P0005,P1562,9.000
P0506,P0550,9.000
P0709,P0715,9.000
P0559,P0648,6.000
P0047,P1558,12.000
P0392,P0458,7.000
P0080,P0104,10.000
P1058,P1155,9.000
P1256,P1300,11.000
P0857,P0915,6.000
P0639,P0736,8.000
P0067,P0088,8.000
P0155,P0188,7.000
P1524,P1597,7.000
P0213,P0229,7.000
P1287,P1291,10.000
P1074,P1167,9.000
P0780,P0861,11.000
P1058,P1140,8.000
P0483,P0575,6.000
P0122,P0133,12.000
P0004,P1580,9.000
P0668,P0705,11.000
P0029,P1590,12.000
P0049,P0114,12.000
P0359,P0441,6.000
P0841,P0925,11.000
P1368,P1442,6.000
P0047,P0105,9.000
P0825,P0875,7.000
P0275,P0344,8.000
P0583,P0621,11.000
P0273,P0362,8.000
P0409,P0497,9.000
P0395,P0480,6.000
P0870,P0942,6.000
P0580,P0605,9.000
P0012,P1553,12.000
P0057,P0098,6.000
P1283,P1333,8.000
P0523,P0528,7.000
P1197,P1256,6.000
P0017,P0100,10.000
P0872,P0900,7.000
P0114,P0169,8.000
P0258,P0326,8.000
P0046,P0071,11.000
P1300,P1383,7.000
P1205,P1243,10.000
P0061,P0103,9.000
P0751,P0848,12.000
P0639,P0690,10.000
P0172,P0245,7.000
P1105,P1150,6.000
P0189,P0277,10.000
P0341,P0432,6.000
P1380,P1404,12.000
P0736,P0791,8.000
P1348,P1439,7.000
P1363,P1382,7.000
P1291,P1331,9.000
P1102,P1168,11.000
P0559,P0624,11.000
P0998,P1024,6.000
P0706,P0762,11.000
P0772,P0837,7.000
P0929,P0968,10.000
P0814,P0832,7.000
P0604,P0680,9.000
P1374,P1449,7.000
P0861,P0905,10.000
P1252,P1281,9.000
P1463,P1516,11.000
P0259,P0333,7.000
P0939,P0950,11.000
P0482,P0540,9.000
P0727,P0732,9.000
P1332,P1378,6.000
P0848,P0861,8.000
P1067,P1076,11.000
P1099,P1180,12.000
P1448,P1460,9.000
P0011,P0107,7.000
P1229,P1268,8.000
P1143,P1165,9.000
P1345,P1395,12.000
P0021,P0035,12.000
P0686,P0728,10.000
P0854,P0933,8.000
P0872,P0899,12.000
